                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                0.67214,                 1.3675,                0.41538,                0.99078,                0.99628,                 0.9917,                0.99496,                0.89818,                0.99628,                 0.9917,                0.99496,                 0.7714,                0.49621,                  1.181,                0.27016,                0.89095,              0.0015644,              0.0015644,              0.0015644
                    112,                0.67243,                 1.3499,                0.41884,                0.99489,                0.98896,                      1,                0.99474,                0.90668,                0.98896,                      1,                0.99474,                0.77893,                 0.4714,                 1.1565,                0.26574,                0.88688,              0.0015604,              0.0015604,              0.0015604
                    113,                0.69761,                 1.3201,                0.45162,                0.99943,                      1,                0.99494,                  0.995,                0.91126,                      1,                0.99494,                  0.995,                0.77841,                0.47892,                  1.165,                0.26712,                0.87996,              0.0015565,              0.0015565,              0.0015565
                    114,                0.66394,                 1.3299,                0.41597,                0.99119,                0.98862,                 0.9963,                0.99489,                0.90619,                0.98862,                 0.9963,                0.99489,                0.77392,                0.46471,                 1.1707,                0.27241,                0.88058,              0.0015525,              0.0015525,              0.0015525
                    115,                0.67804,                 1.3055,                0.42109,                 1.0075,                0.99103,                 0.9963,                0.99496,                0.90715,                0.99103,                 0.9963,                0.99496,                0.78364,                0.47391,                 1.1614,                0.27076,                0.88292,              0.0015486,              0.0015486,              0.0015486
                    116,                0.67169,                 1.3819,                0.41848,                0.98035,                0.99537,                      1,                  0.995,                0.91052,                0.99537,                      1,                  0.995,                0.78623,                0.46857,                 1.1761,                0.27296,                0.88214,              0.0015446,              0.0015446,              0.0015446
                    117,                0.66787,                 1.3549,                0.41989,                0.99244,                0.99262,                 0.9963,                  0.995,                0.89972,                0.99262,                 0.9963,                  0.995,                0.76466,                0.48881,                  1.166,                0.27028,                0.88179,              0.0015406,              0.0015406,              0.0015406
                    118,                0.67839,                 1.3246,                0.41552,                0.99546,                0.99977,                      1,                  0.995,                0.90101,                0.99977,                      1,                  0.995,                0.76358,                0.48925,                 1.1711,                0.26987,                0.88546,              0.0015367,              0.0015367,              0.0015367
                    119,                0.69311,                 1.3575,                0.42088,                 1.0111,                      1,                0.99827,                  0.995,                0.90344,                      1,                0.99827,                  0.995,                 0.7685,                0.47574,                 1.1519,                0.26108,                0.87991,              0.0015327,              0.0015327,              0.0015327
                    120,                0.67853,                 1.3566,                0.41495,                 1.0033,                0.99975,                      1,                  0.995,                0.90605,                0.99975,                      1,                  0.995,                 0.7692,                0.46649,                 1.1736,                0.26108,                0.87969,              0.0015288,              0.0015288,              0.0015288
                    121,                0.67092,                  1.344,                0.40056,                0.98406,                 0.9963,                0.99762,                0.99493,                0.90351,                 0.9963,                0.99762,                0.99493,                 0.7788,                 0.4869,                 1.1723,                 0.2725,                0.88681,              0.0015248,              0.0015248,              0.0015248
                    122,                0.66399,                 1.3252,                 0.4084,                 0.9823,                0.99939,                 0.9963,                  0.995,                0.90746,                0.99939,                 0.9963,                  0.995,                0.78409,                0.46866,                 1.1566,                0.25872,                0.87485,              0.0015208,              0.0015208,              0.0015208
                    123,                0.67407,                 1.3588,                0.40995,                 1.0033,                      1,                0.99884,                  0.995,                0.90806,                      1,                0.99884,                  0.995,                0.77581,                 0.4561,                 1.1599,                0.25488,                 0.8719,              0.0015169,              0.0015169,              0.0015169
                    124,                0.67406,                 1.3384,                 0.4033,                0.98428,                      1,                0.99995,                  0.995,                0.90785,                      1,                0.99995,                  0.995,                0.78232,                0.47473,                 1.1408,                0.25957,                0.88172,              0.0015129,              0.0015129,              0.0015129
                    125,                0.66941,                 1.3649,                0.40042,                 0.9917,                0.99569,                      1,                  0.995,                 0.9128,                0.99569,                      1,                  0.995,                0.79441,                0.47345,                   1.14,                0.26155,                 0.8786,               0.001509,               0.001509,               0.001509
                    126,                0.67295,                 1.3417,                0.40447,                0.98386,                0.99882,                      1,                  0.995,                0.90925,                0.99882,                      1,                  0.995,                0.78027,                0.46293,                 1.1359,                0.25819,                0.87335,               0.001505,               0.001505,               0.001505
                    127,                0.69538,                 1.3703,                0.42064,                0.99945,                0.99802,                 0.9963,                  0.995,                0.90946,                0.99802,                 0.9963,                  0.995,                0.78059,                0.48043,                 1.1456,                0.26442,                 0.8835,               0.001501,               0.001501,               0.001501
                    128,                0.67166,                 1.3088,                0.39621,                0.98694,                0.99889,                 0.9963,                  0.995,                0.90289,                0.99889,                 0.9963,                  0.995,                0.78215,                0.49516,                 1.1578,                 0.2703,                0.88628,              0.0014971,              0.0014971,              0.0014971
                    129,                0.67843,                 1.3518,                0.40325,                0.99249,                0.99998,                      1,                  0.995,                0.90672,                0.99998,                      1,                  0.995,                0.78764,                0.47036,                 1.1432,                 0.2576,                0.87721,              0.0014931,              0.0014931,              0.0014931
                    130,                0.67006,                 1.3433,                0.41882,                 1.0021,                0.99924,                      1,                  0.995,                0.90993,                0.99924,                      1,                  0.995,                0.78611,                0.46466,                 1.1383,                0.25242,                0.87974,              0.0014892,              0.0014892,              0.0014892
                    131,                 0.6757,                 1.3356,                0.40521,                0.99043,                0.99983,                      1,                  0.995,                0.91691,                0.99983,                      1,                  0.995,                0.79073,                0.45248,                 1.1337,                0.25587,                0.86662,              0.0014852,              0.0014852,              0.0014852
                    132,                 0.6544,                 1.2954,                 0.4041,                0.98594,                0.99586,                      1,                  0.995,                 0.9053,                0.99586,                      1,                  0.995,                0.77246,                0.46919,                  1.135,                0.25943,                0.87564,              0.0014812,              0.0014812,              0.0014812
                    133,                0.67389,                 1.3068,                0.40209,                0.98846,                0.99995,                      1,                  0.995,                0.90528,                0.99995,                      1,                  0.995,                0.77961,                0.46426,                 1.1212,                0.27806,                0.87719,              0.0014773,              0.0014773,              0.0014773
                    134,                0.67711,                 1.3081,                0.41174,                0.98806,                0.99866,                      1,                  0.995,                0.89781,                0.99866,                      1,                  0.995,                 0.7785,                0.48529,                  1.151,                0.25895,                 0.8866,              0.0014733,              0.0014733,              0.0014733
                    135,                0.64302,                 1.2698,                0.38796,                0.98245,                0.99936,                      1,                  0.995,                0.90552,                0.99936,                      1,                  0.995,                0.78326,                0.47775,                 1.1321,                0.25673,                0.88759,              0.0014694,              0.0014694,              0.0014694
                    136,                0.67034,                 1.3004,                0.40168,                 0.9824,                0.99771,                 0.9963,                  0.995,                0.90088,                0.99771,                 0.9963,                  0.995,                0.78187,                0.48536,                 1.1304,                0.26063,                0.88607,              0.0014654,              0.0014654,              0.0014654
                    137,                 0.6584,                 1.3289,                0.40582,                0.96982,                0.99889,                      1,                  0.995,                0.91229,                0.99889,                      1,                  0.995,                0.78141,                0.47901,                 1.1457,                0.25878,                0.87941,              0.0014614,              0.0014614,              0.0014614
                    138,                0.65683,                 1.3035,                0.40347,                0.98507,                0.99223,                      1,                0.99493,                0.91541,                0.99223,                      1,                0.99493,                0.78446,                0.46266,                 1.1238,                0.25647,                0.87267,              0.0014575,              0.0014575,              0.0014575
                    139,                0.65818,                 1.3002,                0.40822,                0.97493,                0.99979,                      1,                  0.995,                0.92469,                0.99979,                      1,                  0.995,                0.78927,                0.45461,                 1.1277,                0.25308,                0.87508,              0.0014535,              0.0014535,              0.0014535
                    140,                0.66139,                  1.345,                0.39942,                0.97829,                0.99493,                 0.9963,                  0.995,                0.91556,                0.99493,                 0.9963,                  0.995,                0.78351,                0.46773,                 1.1463,                0.26004,                0.88274,              0.0014496,              0.0014496,              0.0014496
                    141,                0.66067,                 1.3598,                0.39966,                0.98963,                0.99524,                      1,                  0.995,                0.90899,                0.99457,                 0.9963,                  0.995,                0.77173,                0.46895,                 1.1201,                0.26052,                0.87634,              0.0014456,              0.0014456,              0.0014456
                    142,                0.65443,                 1.2865,                0.40215,                0.97147,                      1,                0.99918,                  0.995,                0.90819,                      1,                0.99918,                  0.995,                0.77904,                0.45927,                 1.1301,                 0.2481,                0.87419,              0.0014416,              0.0014416,              0.0014416
                    143,                0.65336,                 1.3128,                0.40161,                0.98139,                0.99829,                      1,                  0.995,                 0.9103,                0.99829,                      1,                  0.995,                0.78278,                0.47055,                 1.1201,                0.26302,                0.87432,              0.0014377,              0.0014377,              0.0014377
                    144,                0.64969,                 1.3223,                0.38612,                0.97718,                0.99546,                      1,                0.99489,                0.92094,                0.99546,                      1,                0.99489,                0.79344,                0.45173,                 1.1092,                0.25187,                0.86804,              0.0014337,              0.0014337,              0.0014337
                    145,                0.65413,                 1.3001,                0.39337,                0.97605,                0.99214,                      1,                0.99493,                  0.916,                0.99214,                      1,                  0.995,                0.79291,                0.43732,                  1.115,                 0.2438,                0.86502,              0.0014298,              0.0014298,              0.0014298
                    146,                0.67685,                 1.3397,                0.40161,                0.99551,                0.99859,                      1,                  0.995,                0.92416,                0.99859,                      1,                  0.995,                0.78776,                0.44583,                 1.1359,                 0.2451,                0.86767,              0.0014258,              0.0014258,              0.0014258
                    147,                 0.6551,                 1.2895,                0.39615,                0.98199,                      1,                0.99936,                  0.995,                0.91867,                      1,                0.99936,                  0.995,                0.79437,                0.46386,                 1.1289,                0.25793,                0.87325,              0.0014218,              0.0014218,              0.0014218
                    148,                0.66167,                 1.3146,                0.39542,                0.98026,                0.99935,                      1,                  0.995,                0.92676,                0.99935,                      1,                  0.995,                0.78268,                0.43334,                  1.116,                0.24624,                0.86388,              0.0014179,              0.0014179,              0.0014179
                    149,                0.63877,                 1.3045,                0.41444,                0.96832,                0.99522,                      1,                  0.995,                0.92367,                0.99522,                      1,                  0.995,                0.78835,                0.43562,                  1.107,                 0.2444,                0.86192,              0.0014139,              0.0014139,              0.0014139
                    150,                0.64874,                  1.306,                0.37038,                 0.9779,                 0.9997,                      1,                  0.995,                0.92725,                 0.9997,                      1,                  0.995,                0.79656,                0.44597,                 1.1223,                0.24543,                0.86671,                0.00141,                0.00141,                0.00141
                    151,                0.65509,                 1.2892,                0.39446,                0.97959,                0.99975,                      1,                  0.995,                0.92824,                0.99975,                      1,                  0.995,                0.79723,                0.43178,                 1.1167,                0.24677,                0.86086,               0.001406,               0.001406,               0.001406
                    152,                0.64963,                 1.3391,                0.39798,                0.96908,                      1,                0.99545,                  0.995,                0.92328,                      1,                0.99545,                  0.995,                0.79738,                0.43208,                 1.1025,                0.25311,                0.86417,               0.001402,               0.001402,               0.001402
                    153,                0.63386,                  1.308,                0.37269,                0.97488,                0.99865,                      1,                  0.995,                0.91645,                0.99865,                      1,                  0.995,                0.78832,                0.44343,                 1.1258,                0.24615,                0.86521,              0.0013981,              0.0013981,              0.0013981
                    154,                0.63804,                  1.279,                0.39077,                0.97596,                0.99942,                      1,                  0.995,                0.91913,                0.99942,                      1,                  0.995,                0.78783,                0.43791,                  1.108,                0.24226,                0.86249,              0.0013941,              0.0013941,              0.0013941
                    155,                0.63964,                 1.3113,                0.39046,                0.96246,                 0.9992,                      1,                  0.995,                0.92449,                 0.9992,                      1,                  0.995,                0.79531,                0.44567,                 1.1095,                0.24524,                0.86167,              0.0013902,              0.0013902,              0.0013902
                    156,                0.62368,                 1.2865,                0.37707,                0.96163,                0.99942,                      1,                  0.995,                0.92531,                0.99942,                      1,                  0.995,                0.79686,                0.43784,                 1.1082,                0.23876,                0.86061,              0.0013862,              0.0013862,              0.0013862
                    157,                0.64895,                 1.2931,                0.38809,                0.97075,                0.99915,                      1,                  0.995,                0.92395,                0.99915,                      1,                  0.995,                0.79224,                0.42744,                 1.1048,                0.24306,                0.86305,              0.0013822,              0.0013822,              0.0013822
                    158,                0.64018,                   1.27,                0.38502,                0.96988,                0.99925,                      1,                  0.995,                0.91763,                0.99925,                      1,                  0.995,                0.78207,                0.44884,                 1.1122,                0.25216,                  0.874,              0.0013783,              0.0013783,              0.0013783
                    159,                0.64419,                 1.2858,                  0.389,                0.97615,                0.99963,                      1,                  0.995,                0.92548,                0.99963,                      1,                  0.995,                0.79054,                0.43522,                 1.1075,                0.24266,                0.86245,              0.0013743,              0.0013743,              0.0013743
                    160,                0.62479,                 1.2861,                0.38337,                0.96353,                0.99951,                      1,                  0.995,                0.91688,                0.99951,                      1,                  0.995,                0.78353,                0.43571,                  1.105,                 0.2475,                0.86097,              0.0013704,              0.0013704,              0.0013704
                    161,                0.64529,                 1.3137,                0.39687,                0.97644,                0.99631,                0.99984,                  0.995,                0.92203,                0.99631,                0.99984,                  0.995,                0.78312,                0.43162,                 1.1125,                0.24664,                0.85809,              0.0013664,              0.0013664,              0.0013664
                    162,                0.63797,                 1.2713,                0.37649,                0.97224,                0.99225,                      1,                0.99481,                0.92576,                0.99225,                      1,                0.99481,                 0.7916,                0.42764,                 1.1045,                0.24078,                0.85622,              0.0013624,              0.0013624,              0.0013624
                    163,                0.63294,                 1.2909,                0.38414,                0.97339,                0.99943,                      1,                  0.995,                0.92151,                0.99943,                      1,                  0.995,                0.79481,                0.43493,                 1.1041,                0.24034,                0.86013,              0.0013585,              0.0013585,              0.0013585
                    164,                0.65609,                 1.3335,                 0.3942,                0.97438,                0.99262,                      1,                0.99496,                0.92626,                0.99262,                      1,                0.99496,                 0.7922,                0.42076,                 1.1011,                0.24477,                0.85446,              0.0013545,              0.0013545,              0.0013545
                    165,                0.63526,                 1.2765,                0.38029,                0.97824,                0.99545,                 0.9963,                  0.995,                 0.9217,                0.99545,                 0.9963,                  0.995,                0.79129,                0.42119,                 1.0985,                0.24172,                0.85376,              0.0013506,              0.0013506,              0.0013506
                    166,                0.62853,                  1.255,                0.38395,                0.97844,                0.99816,                      1,                  0.995,                0.92989,                0.99816,                      1,                  0.995,                0.79852,                0.42505,                 1.1048,                0.24562,                0.85576,              0.0013466,              0.0013466,              0.0013466
                    167,                0.61693,                 1.2871,                0.37071,                0.96966,                0.99902,                      1,                  0.995,                0.92996,                0.99902,                      1,                  0.995,                0.79802,                0.42196,                 1.0966,                0.23801,                0.85768,              0.0013426,              0.0013426,              0.0013426
                    168,                0.62089,                 1.2887,                0.37983,                0.96419,                0.99949,                      1,                  0.995,                0.92341,                0.99949,                      1,                  0.995,                0.79952,                0.42129,                 1.1045,                0.24378,                0.85961,              0.0013387,              0.0013387,              0.0013387
                    169,                0.62681,                 1.2563,                0.38329,                0.96765,                      1,                0.99589,                  0.995,                0.91946,                      1,                0.99589,                  0.995,                0.79178,                 0.4206,                 1.0927,                0.24306,                0.85802,              0.0013347,              0.0013347,              0.0013347
                    170,                0.63647,                 1.2885,                0.39436,                 0.9657,                0.99966,                      1,                  0.995,                0.92653,                0.99966,                      1,                  0.995,                0.80139,                0.43502,                 1.0852,                0.24528,                0.85978,              0.0013308,              0.0013308,              0.0013308
                    171,                0.63132,                 1.2509,                 0.3791,                0.96352,                0.99629,                      1,                  0.995,                0.92947,                0.99629,                      1,                  0.995,                0.80496,                0.42243,                 1.0826,                0.23623,                0.85788,              0.0013268,              0.0013268,              0.0013268
                    172,                0.60722,                 1.2204,                0.38329,                0.95623,                0.99987,                 0.9963,                  0.995,                0.91863,                0.99987,                 0.9963,                  0.995,                0.79131,                0.43052,                 1.0873,                0.23623,                0.85844,              0.0013228,              0.0013228,              0.0013228
                    173,                0.63149,                 1.2964,                 0.3925,                0.97538,                0.99974,                      1,                  0.995,                0.92587,                0.99974,                      1,                  0.995,                0.79759,                0.43877,                 1.0964,                0.23845,                0.86478,              0.0013189,              0.0013189,              0.0013189
                    174,                0.61732,                 1.2765,                0.38073,                0.96517,                0.99977,                      1,                  0.995,                 0.9244,                0.99977,                      1,                  0.995,                0.80782,                0.42662,                 1.0733,                0.23746,                0.85767,              0.0013149,              0.0013149,              0.0013149
                    175,                0.64594,                 1.2995,                0.38574,                0.96749,                0.99994,                      1,                  0.995,                0.92505,                0.99994,                      1,                  0.995,                0.79803,                0.42096,                 1.0821,                0.23532,                0.85337,               0.001311,               0.001311,               0.001311
                    176,                0.62307,                 1.2527,                0.37548,                0.95915,                0.99959,                      1,                  0.995,                0.93134,                0.99959,                      1,                  0.995,                0.80175,                0.41662,                 1.0754,                0.23179,                0.84966,               0.001307,               0.001307,               0.001307
                    177,                0.62657,                 1.3137,                0.38445,                0.97958,                      1,                0.99989,                  0.995,                0.92455,                      1,                0.99989,                  0.995,                0.79779,                0.42368,                 1.0927,                0.23542,                0.85257,               0.001303,               0.001303,               0.001303
                    178,                0.62623,                  1.289,                0.38183,                0.96962,                0.99944,                      1,                  0.995,                0.92996,                0.99944,                      1,                  0.995,                 0.8018,                0.42851,                  1.078,                0.23433,                0.85783,              0.0012991,              0.0012991,              0.0012991
                    179,                0.61722,                 1.2737,                0.37502,                 0.9657,                 0.9959,                      1,                  0.995,                0.93247,                 0.9959,                      1,                  0.995,                0.80596,                0.42918,                 1.0802,                0.23869,                0.85829,              0.0012951,              0.0012951,              0.0012951
                    180,                 0.6287,                 1.2729,                0.37577,                0.96525,                0.99915,                      1,                  0.995,                0.92659,                0.99915,                      1,                  0.995,                0.80353,                0.42352,                 1.0812,                0.23577,                 0.8563,              0.0012912,              0.0012912,              0.0012912
                    181,                0.61127,                 1.2611,                0.37729,                0.96123,                 0.9988,                      1,                  0.995,                0.93363,                 0.9988,                      1,                  0.995,                0.80205,                0.42033,                 1.1004,                0.23825,                0.85416,              0.0012872,              0.0012872,              0.0012872
                    182,                0.63552,                 1.2912,                0.38507,                0.96932,                0.99566,                      1,                  0.995,                0.92981,                0.99566,                      1,                  0.995,                0.80166,                0.41613,                 1.0718,                0.23074,                0.85066,              0.0012832,              0.0012832,              0.0012832
                    183,                0.62381,                 1.2705,                0.37884,                0.96918,                0.99986,                      1,                  0.995,                0.93029,                0.99986,                      1,                  0.995,                0.80449,                0.44081,                 1.0748,                0.24115,                0.86288,              0.0012793,              0.0012793,              0.0012793
                    184,                0.63247,                 1.2927,                0.38777,                0.97273,                0.99932,                      1,                  0.995,                0.92421,                0.99932,                      1,                  0.995,                0.79985,                0.42389,                 1.0742,                0.23683,                0.85317,              0.0012753,              0.0012753,              0.0012753
                    185,                0.62476,                 1.2753,                 0.3819,                0.96059,                      1,                0.99954,                  0.995,                0.92307,                      1,                0.99954,                  0.995,                0.79359,                0.41835,                 1.0711,                0.23968,                0.85424,              0.0012714,              0.0012714,              0.0012714
                    186,                0.62356,                 1.2506,                0.37664,                0.97058,                0.99946,                      1,                  0.995,                0.93046,                0.99946,                      1,                  0.995,                0.80104,                0.40804,                 1.0572,                0.23082,                0.84778,              0.0012674,              0.0012674,              0.0012674
                    187,                0.62118,                 1.2658,                 0.3752,                0.95989,                 0.9997,                      1,                  0.995,                0.93249,                 0.9997,                      1,                  0.995,                0.79903,                0.40816,                 1.0716,                  0.229,                0.84806,              0.0012634,              0.0012634,              0.0012634
                    188,                0.61808,                 1.2493,                0.36827,                0.95752,                0.99571,                      1,                  0.995,                0.93238,                0.99571,                      1,                  0.995,                 0.8076,                0.40608,                 1.0635,                0.23133,                0.84713,              0.0012595,              0.0012595,              0.0012595
                    189,                0.62934,                 1.2997,                0.37029,                0.96589,                0.99594,                      1,                  0.995,                0.93489,                0.99594,                      1,                  0.995,                0.79948,                0.40142,                  1.066,                0.22864,                0.84603,              0.0012555,              0.0012555,              0.0012555
                    190,                0.62032,                 1.2937,                0.36932,                0.95945,                0.99204,                      1,                  0.995,                0.92977,                0.99204,                      1,                  0.995,                0.80155,                0.41561,                 1.0634,                0.23441,                0.85642,              0.0012516,              0.0012516,              0.0012516
                    191,                0.62272,                 1.2809,                0.38598,                0.95615,                0.99999,                      1,                  0.995,                0.93369,                0.99999,                      1,                  0.995,                0.80594,                0.40184,                 1.0595,                 0.2298,                0.84774,              0.0012476,              0.0012476,              0.0012476
                    192,                0.63957,                 1.2465,                0.37625,                0.97126,                      1,                0.99971,                  0.995,                0.93923,                      1,                0.99971,                  0.995,                0.80357,                0.40366,                 1.0715,                0.22872,                0.84794,              0.0012436,              0.0012436,              0.0012436
                    193,                0.61166,                   1.26,                0.36387,                 0.9558,                0.99952,                      1,                  0.995,                0.93111,                0.99952,                      1,                  0.995,                0.79523,                0.40182,                 1.0648,                 0.2237,                0.84546,              0.0012397,              0.0012397,              0.0012397
                    194,                0.61819,                 1.2579,                0.37764,                0.95943,                0.99947,                      1,                  0.995,                0.93355,                0.99947,                      1,                  0.995,                0.80994,                0.40622,                 1.0661,                0.22833,                0.84644,              0.0012357,              0.0012357,              0.0012357
                    195,                0.61284,                 1.2134,                0.36115,                0.95508,                      1,                0.99849,                  0.995,                0.93817,                      1,                0.99849,                  0.995,                0.80663,                0.40283,                 1.0566,                0.22462,                0.84632,              0.0012318,              0.0012318,              0.0012318
                    196,                0.64351,                  1.296,                0.38714,                0.97262,                      1,                0.99981,                  0.995,                0.94025,                      1,                0.99981,                  0.995,                0.81117,                0.39457,                 1.0468,                0.22624,                0.84454,              0.0012278,              0.0012278,              0.0012278
                    197,                0.60283,                 1.2943,                0.36467,                0.96079,                0.99938,                      1,                  0.995,                0.94423,                0.99938,                      1,                  0.995,                0.80712,                0.38751,                  1.058,                0.22434,                0.84056,              0.0012238,              0.0012238,              0.0012238
                    198,                0.61286,                  1.235,                0.36731,                0.96362,                0.99441,                      1,                0.99493,                0.93091,                0.99441,                      1,                0.99493,                0.81311,                0.39987,                 1.0537,                0.22607,                0.84621,              0.0012199,              0.0012199,              0.0012199
                    199,                0.59739,                 1.2851,                0.36621,                0.95127,                0.99759,                      1,                  0.995,                 0.9366,                0.99759,                      1,                  0.995,                0.80892,                0.40598,                 1.0523,                0.23034,                0.85179,              0.0012159,              0.0012159,              0.0012159
                    200,                0.60741,                 1.2487,                0.36729,                0.95376,                0.99971,                      1,                  0.995,                0.93111,                0.99971,                      1,                  0.995,                 0.8083,                0.41243,                   1.05,                0.22731,                0.84803,               0.001212,               0.001212,               0.001212
                    201,                0.61213,                 1.2672,                0.36984,                0.95511,                0.99877,                      1,                  0.995,                0.93389,                0.99877,                      1,                  0.995,                0.79406,                0.40597,                 1.0495,                0.23117,                0.84706,               0.001208,               0.001208,               0.001208
                    202,                0.60266,                 1.2695,                 0.3689,                0.95971,                0.99496,                      1,                  0.995,                0.93751,                0.99496,                      1,                  0.995,                0.81047,                 0.3994,                 1.0522,                0.23066,                 0.8437,               0.001204,               0.001204,               0.001204
                    203,                0.61039,                 1.2355,                0.37061,                 0.9648,                      1,                0.99883,                  0.995,                0.93687,                      1,                0.99883,                  0.995,                0.81002,                0.39654,                 1.0382,                0.23042,                 0.8431,              0.0012001,              0.0012001,              0.0012001
                    204,                0.58904,                 1.2412,                0.36021,                 0.9591,                0.99912,                 0.9963,                  0.995,                0.93905,                0.99912,                 0.9963,                  0.995,                0.81067,                0.39653,                 1.0453,                0.22989,                0.84331,              0.0011961,              0.0011961,              0.0011961
