                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    262,                0.77295,                  1.418,                0.46508,                 1.0286,                0.98519,                0.98543,                0.99456,                0.89301,                0.98519,                0.98543,                0.99456,                0.76561,                0.51415,                 1.2267,                0.30791,                0.89041,             0.00096644,             0.00096644,             0.00096644
                    263,                0.74224,                 1.3874,                0.46224,                 1.0247,                0.97819,                0.99671,                0.99455,                0.89718,                0.97819,                0.99671,                0.99463,                0.77227,                0.51177,                 1.2187,                0.30268,                0.89278,             0.00096248,             0.00096248,             0.00096248
                    264,                 0.7557,                 1.3849,                0.46347,                  1.033,                0.98778,                0.98889,                0.99428,                0.89545,                0.98778,                0.98889,                0.99428,                0.77632,                  0.512,                 1.2172,                0.30417,                0.89373,             0.00095852,             0.00095852,             0.00095852
                    265,                0.74795,                 1.3973,                0.47039,                 1.0277,                 0.9889,                0.99002,                 0.9941,                0.90112,                 0.9889,                0.99002,                 0.9941,                0.77605,                0.50773,                 1.2138,                0.30886,                0.89344,             0.00095456,             0.00095456,             0.00095456
                    266,                0.74361,                 1.4079,                0.47247,                 1.0202,                 0.9817,                0.99328,                0.99467,                0.89501,                 0.9817,                0.99328,                0.99467,                0.77258,                 0.5202,                  1.211,                0.30524,                0.89701,              0.0009506,              0.0009506,              0.0009506
                    267,                0.75217,                 1.4142,                0.48084,                 1.0284,                0.98894,                0.99322,                0.99418,                0.89282,                0.98894,                0.99322,                0.99418,                0.77494,                0.51835,                 1.2046,                0.30592,                0.89719,             0.00094664,             0.00094664,             0.00094664
                    268,                0.75294,                 1.3823,                0.48488,                 1.0331,                0.98886,                 0.9865,                0.99437,                0.89836,                0.98886,                 0.9865,                0.99437,                0.76764,                0.50679,                 1.2221,                0.30628,                0.89367,             0.00094268,             0.00094268,             0.00094268
                    269,                0.75339,                 1.3875,                0.48912,                 1.0259,                0.99255,                0.98728,                0.99444,                 0.8986,                0.99255,                0.98728,                0.99444,                0.77244,                0.50429,                 1.2078,                0.30472,                0.89021,             0.00093872,             0.00093872,             0.00093872
                    270,                 0.7486,                  1.378,                0.47861,                 1.0115,                0.98889,                0.98868,                 0.9944,                0.89326,                0.98889,                0.98868,                 0.9944,                0.77314,                0.51091,                 1.2173,                0.30642,                 0.8934,             0.00093476,             0.00093476,             0.00093476
                    271,                0.74959,                 1.3629,                0.47943,                 1.0304,                0.98121,                      1,                0.99463,                0.89221,                0.98121,                      1,                0.99463,                0.76067,                0.51481,                 1.2121,                0.30612,                 0.8939,              0.0009308,              0.0009308,              0.0009308
                    272,                0.74284,                 1.3932,                0.46864,                 1.0257,                0.98529,                0.99206,                0.99444,                0.89347,                0.98529,                0.99206,                0.99444,                 0.7672,                0.51967,                 1.2088,                0.30112,                0.89357,             0.00092684,             0.00092684,             0.00092684
                    273,                0.73524,                  1.398,                0.46052,                 1.0214,                0.98747,                0.99259,                 0.9941,                0.89102,                0.98747,                0.99259,                 0.9941,                0.76417,                0.51877,                 1.2218,                0.30629,                0.89636,             0.00092288,             0.00092288,             0.00092288
                    274,                0.72457,                 1.3833,                0.45237,                  1.013,                0.98898,                0.99723,                 0.9938,                0.89593,                0.98898,                0.99723,                 0.9938,                0.77069,                0.51426,                 1.2064,                0.30254,                0.89199,             0.00091892,             0.00091892,             0.00091892
                    275,                0.73945,                  1.402,                0.47178,                 1.0176,                0.98863,                      1,                0.99391,                0.89945,                0.98863,                      1,                0.99391,                  0.774,                0.50612,                 1.1948,                0.30306,                0.89172,             0.00091496,             0.00091496,             0.00091496
                    276,                0.73173,                  1.397,                0.45481,                 1.0085,                0.98672,                      1,                 0.9944,                0.89893,                0.98672,                      1,                 0.9944,                0.77438,                0.49786,                 1.1898,                0.29989,                0.88651,               0.000911,               0.000911,               0.000911
                    277,                0.73498,                  1.384,                0.46643,                 1.0193,                0.98895,                0.99443,                0.99433,                0.89989,                0.98895,                0.99443,                0.99433,                0.77195,                0.49687,                 1.1948,                0.29601,                0.88525,             0.00090704,             0.00090704,             0.00090704
                    278,                0.72939,                 1.4069,                0.44935,                 1.0184,                0.98745,                 0.9963,                0.99467,                0.90154,                0.98745,                 0.9963,                0.99474,                0.77066,                 0.4969,                 1.1932,                0.29711,                 0.8843,             0.00090308,             0.00090308,             0.00090308
                    279,                0.73887,                 1.4007,                0.46926,                 1.0069,                0.98691,                 0.9963,                0.99481,                0.89131,                0.98691,                 0.9963,                0.99481,                0.76749,                0.53083,                 1.2133,                 0.3085,                0.90013,             0.00089912,             0.00089912,             0.00089912
                    280,                0.75159,                 1.4093,                0.46556,                 1.0247,                 0.9838,                 0.9963,                0.99463,                0.89745,                 0.9838,                 0.9963,                0.99463,                0.77828,                0.49943,                 1.1938,                0.29146,                0.88763,             0.00089516,             0.00089516,             0.00089516
                    281,                0.72774,                 1.3812,                0.44897,                 1.0145,                0.97449,                 0.9963,                 0.9947,                0.89621,                0.97449,                 0.9963,                 0.9947,                0.77385,                0.49227,                 1.1902,                0.29385,                0.88464,              0.0008912,              0.0008912,              0.0008912
                    282,                0.72528,                 1.3721,                0.45866,                 1.0193,                0.98881,                 0.9963,                0.99481,                0.90213,                0.98881,                 0.9963,                0.99481,                0.77662,                0.48864,                 1.1943,                0.28754,                 0.8826,             0.00088724,             0.00088724,             0.00088724
                    283,                 0.7106,                  1.359,                0.43425,                 1.0068,                0.99264,                0.99845,                0.99474,                0.90927,                0.99264,                0.99845,                0.99474,                0.77758,                0.48513,                  1.199,                0.28658,                0.88159,             0.00088328,             0.00088328,             0.00088328
                    284,                0.72444,                 1.4159,                0.45268,                 1.0107,                 0.9875,                 0.9963,                0.99421,                 0.9006,                 0.9875,                 0.9963,                0.99421,                0.77508,                0.49761,                  1.201,                0.28938,                0.88778,             0.00087932,             0.00087932,             0.00087932
                    285,                0.71455,                 1.4153,                0.45505,                 1.0027,                0.99243,                0.98889,                0.99482,                0.90447,                0.99243,                0.98889,                0.99482,                 0.7745,                0.48573,                 1.1891,                0.29542,                0.87882,             0.00087536,             0.00087536,             0.00087536
                    286,                0.74662,                 1.3708,                0.45392,                 1.0277,                0.98889,                      1,                0.99455,                0.90223,                0.98889,                      1,                0.99455,                0.78161,                0.49056,                 1.1847,                0.29143,                0.87952,              0.0008714,              0.0008714,              0.0008714
                    287,                0.72105,                  1.364,                0.44806,                 1.0128,                0.98419,                      1,                0.99478,                 0.9091,                0.98419,                      1,                0.99478,                0.78415,                0.47896,                 1.1844,                0.28842,                 0.8778,             0.00086744,             0.00086744,             0.00086744
                    288,                0.72069,                 1.3887,                0.44203,                 1.0073,                0.98807,                      1,                0.99474,                0.90809,                0.98807,                      1,                0.99474,                0.78136,                0.48675,                 1.1841,                0.28598,                0.88156,             0.00086348,             0.00086348,             0.00086348
                    289,                0.71589,                 1.3875,                 0.4539,                  1.018,                0.98901,                0.99958,                0.99478,                0.90762,                0.98901,                0.99958,                0.99478,                0.78168,                0.47629,                 1.1808,                0.28517,                0.87766,             0.00085952,             0.00085952,             0.00085952
                    290,                0.73692,                 1.3897,                0.45602,                 1.0231,                0.98768,                      1,                0.99466,                0.90398,                0.98768,                      1,                0.99466,                0.78733,                0.48713,                  1.174,                0.28378,                0.87964,             0.00085556,             0.00085556,             0.00085556
                    291,                0.71406,                 1.4015,                0.44263,                 1.0054,                0.99629,                0.99554,                0.99481,                0.90447,                0.99629,                0.99554,                0.99481,                0.78061,                 0.4898,                 1.1764,                0.28843,                0.87894,              0.0008516,              0.0008516,              0.0008516
                    292,                0.70786,                  1.364,                0.44256,                 1.0034,                 0.9963,                0.99616,                0.99496,                0.90718,                 0.9963,                0.99616,                0.99496,                0.78312,                0.48375,                 1.1752,                0.28548,                 0.8753,             0.00084764,             0.00084764,             0.00084764
                    293,                0.70647,                 1.3606,                0.43374,                 1.0067,                0.99043,                 0.9963,                0.99489,                0.91592,                0.99043,                 0.9963,                0.99489,                 0.7893,                0.47844,                 1.1782,                0.28636,                0.87217,             0.00084368,             0.00084368,             0.00084368
                    294,                0.71562,                 1.3671,                0.45661,                 1.0117,                0.99627,                0.99053,                0.99496,                0.91578,                0.99627,                0.99053,                0.99496,                0.78662,                0.46845,                 1.1756,                0.28264,                0.86952,             0.00083972,             0.00083972,             0.00083972
                    295,                0.73346,                 1.4095,                0.46881,                 1.0232,                0.99585,                0.98889,                0.99493,                0.91451,                0.99585,                0.98889,                0.99493,                0.78576,                 0.4712,                 1.1778,                0.28509,                0.87009,             0.00083576,             0.00083576,             0.00083576
                    296,                0.71748,                 1.3543,                0.44388,                 1.0175,                0.99628,                0.99138,                0.99496,                0.91327,                0.99628,                0.99138,                0.99496,                0.77896,                0.46881,                 1.1728,                0.27921,                0.87197,              0.0008318,              0.0008318,              0.0008318
                    297,                 0.6917,                 1.3119,                0.43429,                0.98539,                0.99913,                0.98519,                0.99493,                0.90942,                0.99913,                0.98519,                0.99493,                0.78454,                0.47129,                 1.1739,                0.28255,                0.87217,             0.00082784,             0.00082784,             0.00082784
                    298,                0.72612,                 1.4184,                0.44391,                 1.0095,                0.99853,                 0.9963,                  0.995,                0.91807,                0.99853,                 0.9963,                  0.995,                 0.7871,                0.46056,                 1.1689,                0.27711,                0.87029,             0.00082388,             0.00082388,             0.00082388
                    299,                0.70722,                 1.3697,                0.44427,                0.99504,                0.99264,                0.99885,                0.99489,                0.91222,                0.99264,                0.99885,                0.99489,                0.78569,                0.45975,                 1.1607,                 0.2787,                0.86696,             0.00081992,             0.00081992,             0.00081992
                    300,                0.70039,                 1.3521,                0.44299,                 0.9938,                0.98455,                      1,                0.99489,                0.91123,                0.98455,                      1,                0.99489,                0.78457,                0.46755,                 1.1672,                0.27623,                0.86698,             0.00081596,             0.00081596,             0.00081596
                    301,                0.72624,                 1.3632,                0.46086,                 1.0121,                 0.9874,                      1,                0.99478,                0.91006,                 0.9874,                      1,                0.99478,                0.77713,                0.47903,                 1.1712,                0.28081,                 0.8717,               0.000812,               0.000812,               0.000812
                    302,                0.73366,                 1.3845,                0.44844,                 1.0151,                0.98067,                      1,                0.99481,                0.90854,                0.98067,                      1,                0.99481,                0.78274,                0.49309,                 1.1856,                0.28791,                0.87888,             0.00080804,             0.00080804,             0.00080804
                    303,                0.69968,                 1.3585,                0.42687,                0.99462,                0.98894,                0.99388,                0.99493,                0.91314,                0.98894,                0.99388,                0.99493,                0.78182,                 0.4806,                  1.183,                0.27455,                0.87247,             0.00080408,             0.00080408,             0.00080408
                    304,                0.74302,                 1.3968,                0.47872,                  1.012,                0.99262,                0.99569,                0.99496,                0.91142,                0.99262,                0.99569,                0.99496,                0.78592,                0.47753,                 1.1747,                0.27502,                0.86989,             0.00080012,             0.00080012,             0.00080012
                    305,                0.70514,                 1.3637,                0.43584,                 0.9979,                0.98831,                      1,                0.99493,                0.90649,                0.98831,                      1,                0.99493,                0.77991,                0.47344,                 1.1614,                0.27847,                 0.8692,             0.00079616,             0.00079616,             0.00079616
                    306,                0.70159,                 1.3633,                 0.4307,                0.99446,                0.98708,                      1,                0.99496,                0.91167,                0.98708,                      1,                0.99496,                0.78437,                0.46906,                 1.1562,                0.27593,                0.86788,              0.0007922,              0.0007922,              0.0007922
                    307,                0.70215,                 1.3303,                0.44956,                0.99876,                0.99263,                0.99752,                0.99496,                0.90744,                0.99263,                0.99752,                0.99496,                0.78338,                0.46691,                  1.161,                0.27123,                0.86751,             0.00078824,             0.00078824,             0.00078824
                    308,                0.70794,                 1.3684,                0.44055,                 0.9992,                0.99261,                 0.9954,                0.99489,                0.90838,                0.99261,                 0.9954,                0.99489,                0.78776,                0.46755,                  1.164,                0.27298,                0.86669,             0.00078428,             0.00078428,             0.00078428
                    309,                0.69277,                 1.3841,                 0.4317,                 1.0013,                  0.989,                0.99891,                0.99493,                0.91681,                  0.989,                0.99891,                0.99493,                0.79201,                0.46912,                 1.1653,                0.27449,                0.86889,             0.00078032,             0.00078032,             0.00078032
                    310,                0.67942,                 1.3381,                0.42288,                0.98415,                  0.989,                0.99901,                0.99489,                  0.914,                  0.989,                0.99901,                0.99489,                0.78631,                 0.4691,                 1.1652,                0.27164,                0.87013,             0.00077636,             0.00077636,             0.00077636
                    311,                0.72523,                 1.3902,                0.44292,                 1.0042,                0.99631,                0.99881,                0.99496,                0.91432,                0.99631,                0.99881,                0.99496,                0.78334,                0.45772,                 1.1627,                0.26969,                0.86532,              0.0007724,              0.0007724,              0.0007724
                    312,                0.70451,                 1.3915,                0.43849,                0.99192,                0.99264,                0.99864,                0.99451,                0.91326,                0.99264,                0.99864,                0.99451,                0.77907,                0.46656,                 1.1594,                 0.2731,                0.86592,             0.00076844,             0.00076844,             0.00076844
                    313,                0.70265,                 1.3404,                 0.4249,                0.99885,                0.99852,                      1,                  0.995,                0.91846,                0.99852,                      1,                  0.995,                0.78553,                 0.4602,                 1.1558,                   0.27,                0.86243,             0.00076448,             0.00076448,             0.00076448
                    314,                0.69628,                 1.3604,                0.42371,                0.99298,                0.99765,                 0.9963,                  0.995,                0.91744,                0.99765,                 0.9963,                  0.995,                0.78421,                0.45504,                 1.1552,                0.26827,                0.86359,             0.00076052,             0.00076052,             0.00076052
                    315,                0.69614,                 1.3226,                0.42975,                0.98985,                0.99425,                 0.9963,                  0.995,                0.91407,                0.99425,                 0.9963,                  0.995,                0.78725,                0.45707,                 1.1467,                0.26731,                0.86298,             0.00075656,             0.00075656,             0.00075656
                    316,                0.67828,                 1.3297,                0.42461,                0.99339,                0.99818,                0.99259,                  0.995,                0.91702,                0.99818,                0.99259,                  0.995,                0.78394,                0.45062,                 1.1452,                0.26916,                0.86191,              0.0007526,              0.0007526,              0.0007526
                    317,                0.71452,                 1.3666,                0.43639,                      1,                      1,                0.99862,                  0.995,                0.92178,                      1,                0.99862,                  0.995,                0.78774,                  0.448,                 1.1367,                 0.2684,                0.86168,             0.00074864,             0.00074864,             0.00074864
                    318,                0.69003,                 1.3479,                0.42755,                0.99283,                0.99646,                0.99259,                  0.995,                0.91228,                0.99646,                0.99259,                  0.995,                0.78624,                0.46844,                 1.1483,                0.26897,                0.86568,             0.00074468,             0.00074468,             0.00074468
                    319,                 0.6908,                 1.3089,                0.43491,                0.98494,                0.99499,                 0.9963,                0.99496,                0.91977,                0.99499,                 0.9963,                0.99496,                0.78746,                0.46097,                 1.1425,                0.27187,                0.86332,             0.00074072,             0.00074072,             0.00074072
                    320,                0.68324,                  1.318,                 0.4239,                0.98406,                0.98897,                0.99613,                0.99489,                0.91838,                0.98897,                0.99613,                0.99489,                 0.7871,                0.44872,                 1.1423,                0.27078,                0.85981,             0.00073676,             0.00073676,             0.00073676
                    321,                0.69894,                 1.3414,                0.43898,                0.99572,                0.99354,                0.99259,                0.99496,                0.92077,                0.99354,                0.99259,                0.99496,                0.79016,                0.44665,                 1.1375,                0.26602,                0.85905,              0.0007328,              0.0007328,              0.0007328
                    322,                0.68918,                 1.3406,                 0.4316,                0.99871,                  0.989,                0.99931,                0.99489,                 0.9201,                  0.989,                0.99931,                0.99489,                0.79067,                0.44858,                 1.1341,                0.27015,                0.86094,             0.00072884,             0.00072884,             0.00072884
                    323,                0.69864,                  1.331,                0.42289,                0.99716,                0.99567,                0.99259,                0.99496,                0.92049,                0.99567,                0.99259,                0.99496,                0.79002,                0.44357,                 1.1372,                0.26773,                0.85952,             0.00072488,             0.00072488,             0.00072488
                    324,                0.70008,                 1.3806,                0.42513,                0.99703,                 0.9963,                0.99596,                  0.995,                0.92055,                 0.9963,                0.99596,                  0.995,                 0.7924,                0.44577,                 1.1368,                0.26872,                0.85965,             0.00072092,             0.00072092,             0.00072092
                    325,                0.67996,                 1.3338,                0.42032,                0.98252,                 0.9963,                0.99847,                  0.995,                0.92396,                 0.9963,                0.99847,                  0.995,                0.79688,                0.44374,                 1.1348,                0.26787,                0.86026,             0.00071696,             0.00071696,             0.00071696
                    326,                0.66348,                 1.3505,                0.42373,                0.98565,                 0.9924,                      1,                0.99482,                0.92051,                 0.9924,                      1,                0.99482,                0.79725,                0.44613,                 1.1347,                0.26973,                0.86007,               0.000713,               0.000713,               0.000713
                    327,                0.68338,                 1.3512,                0.42386,                0.99269,                0.99231,                      1,                  0.995,                0.92281,                0.99231,                      1,                  0.995,                 0.7963,                0.44306,                 1.1384,                0.26764,                0.85895,             0.00070904,             0.00070904,             0.00070904
                    328,                0.68906,                  1.335,                0.42486,                0.98681,                0.99197,                 0.9963,                0.99493,                0.92354,                0.99197,                 0.9963,                0.99493,                0.79726,                0.44489,                 1.1269,                0.26852,                0.85888,             0.00070508,             0.00070508,             0.00070508
                    329,                0.67307,                 1.3317,                 0.4218,                0.98623,                0.99861,                      1,                  0.995,                0.92222,                0.99861,                      1,                  0.995,                0.79124,                0.43845,                 1.1294,                0.26473,                0.85666,             0.00070112,             0.00070112,             0.00070112
                    330,                0.69242,                 1.3203,                0.42436,                0.99071,                0.99201,                      1,                0.99493,                 0.9209,                0.99201,                      1,                0.99493,                0.79492,                0.44317,                 1.1328,                0.26306,                0.85865,             0.00069716,             0.00069716,             0.00069716
                    331,                0.68148,                 1.3134,                0.42503,                0.99176,                  0.992,                      1,                0.99481,                0.92532,                  0.992,                      1,                0.99481,                 0.7929,                0.44177,                 1.1319,                0.26365,                0.85783,              0.0006932,              0.0006932,              0.0006932
                    332,                0.68769,                 1.3673,                0.44208,                0.98759,                0.99206,                      1,                0.99474,                0.92599,                0.99206,                      1,                0.99474,                0.79288,                0.43473,                 1.1254,                0.26178,                0.85577,             0.00068924,             0.00068924,             0.00068924
                    333,                0.67428,                 1.3237,                  0.412,                0.99127,                0.99178,                      1,                0.99447,                0.92139,                0.99178,                      1,                0.99447,                 0.7889,                0.43706,                 1.1275,                0.26407,                 0.8577,             0.00068528,             0.00068528,             0.00068528
                    334,                0.66754,                 1.3242,                0.41884,                 0.9934,                0.99171,                 0.9963,                0.99447,                0.92097,                0.99171,                 0.9963,                0.99447,                0.79143,                0.43762,                  1.121,                0.26824,                0.85512,             0.00068132,             0.00068132,             0.00068132
                    335,                0.66085,                 1.2792,                0.41046,                0.97131,                0.99264,                0.99903,                0.99489,                0.93005,                0.99264,                0.99903,                0.99489,                0.78706,                0.42335,                 1.1178,                0.26175,                0.84909,             0.00067736,             0.00067736,             0.00067736
                    336,                0.67099,                 1.3184,                0.41787,                0.98219,                0.99192,                      1,                0.99474,                0.92849,                0.99192,                      1,                0.99474,                0.79039,                0.42382,                 1.1162,                0.26042,                0.84769,              0.0006734,              0.0006734,              0.0006734
                    337,                0.66667,                 1.3005,                0.42018,                0.98276,                      1,                0.99528,                  0.995,                0.92538,                      1,                0.99528,                  0.995,                0.79389,                 0.4303,                 1.1171,                0.25746,                0.84972,             0.00066944,             0.00066944,             0.00066944
                    338,                0.66984,                 1.3237,                0.42831,                0.97808,                0.99461,                      1,                0.99496,                0.92276,                0.99461,                      1,                0.99496,                0.79002,                0.43497,                 1.1178,                0.26156,                0.85204,             0.00066548,             0.00066548,             0.00066548
                    339,                0.67233,                 1.2914,                0.41596,                 0.9775,                0.99422,                 0.9963,                0.99489,                0.92853,                0.99422,                 0.9963,                0.99489,                0.79385,                0.43133,                 1.1153,                0.25857,                0.85173,             0.00066152,             0.00066152,             0.00066152
                    340,                0.66331,                  1.334,                0.40917,                0.98405,                 0.9919,                      1,                  0.995,                0.92793,                 0.9919,                      1,                  0.995,                0.79248,                0.42604,                 1.1119,                0.25569,                0.85091,             0.00065756,             0.00065756,             0.00065756
                    341,                0.66853,                 1.3237,                 0.4071,                 0.9816,                0.99903,                      1,                  0.995,                0.92583,                0.99903,                      1,                  0.995,                0.79597,                0.42752,                 1.1135,                0.25612,                0.85047,              0.0006536,              0.0006536,              0.0006536
                    342,                0.69264,                 1.3157,                0.41336,                0.99729,                0.99969,                      1,                  0.995,                0.92475,                0.99969,                      1,                  0.995,                0.79864,                 0.4262,                 1.1133,                0.25638,                0.85002,             0.00064964,             0.00064964,             0.00064964
                    343,                0.66421,                  1.317,                0.41273,                0.98343,                0.99631,                0.99921,                  0.995,                 0.9283,                0.99631,                0.99921,                  0.995,                0.79865,                0.43484,                 1.1151,                0.25982,                0.85297,             0.00064568,             0.00064568,             0.00064568
                    344,                0.66369,                 1.3139,                0.41194,                0.97811,                0.99917,                 0.9963,                  0.995,                0.92851,                0.99917,                 0.9963,                  0.995,                0.79836,                0.42616,                   1.11,                0.25762,                 0.8492,             0.00064172,             0.00064172,             0.00064172
                    345,                0.67466,                 1.3436,                 0.4233,                0.98173,                      1,                0.99971,                  0.995,                 0.9315,                      1,                0.99971,                  0.995,                 0.8005,                0.42805,                 1.1088,                   0.26,                0.84827,             0.00063776,             0.00063776,             0.00063776
                    346,                0.65618,                 1.3358,                0.41367,                0.97185,                0.99531,                      1,                  0.995,                0.93095,                0.99531,                      1,                  0.995,                0.79926,                0.42706,                 1.1036,                0.25682,                0.84774,              0.0006338,              0.0006338,              0.0006338
                    347,                0.67527,                 1.3274,                0.41501,                 0.9846,                0.99592,                      1,                  0.995,                0.92821,                0.99592,                      1,                  0.995,                0.79857,                0.43087,                 1.1051,                0.25537,                0.84981,             0.00062984,             0.00062984,             0.00062984
                    348,                0.67143,                 1.2987,                0.41242,                0.98751,                0.99909,                      1,                  0.995,                0.92664,                0.99909,                      1,                  0.995,                0.79752,                0.42879,                 1.1085,                0.25147,                0.84737,             0.00062588,             0.00062588,             0.00062588
                    349,                0.65178,                 1.3292,                0.40736,                0.97621,                0.99596,                      1,                  0.995,                0.93002,                0.99596,                      1,                  0.995,                 0.7975,                0.42354,                 1.1051,                0.25034,                0.84627,             0.00062192,             0.00062192,             0.00062192
                    350,                0.65583,                 1.3228,                 0.4052,                0.97126,                0.99631,                0.99943,                  0.995,                0.92921,                0.99631,                0.99943,                  0.995,                0.79735,                0.42043,                 1.1069,                0.25361,                0.84438,             0.00061796,             0.00061796,             0.00061796
                    351,                0.66165,                   1.31,                0.40585,                0.98681,                0.99928,                      1,                  0.995,                0.92865,                0.99928,                      1,                  0.995,                0.79693,                0.42194,                 1.1053,                0.25623,                0.84546,               0.000614,               0.000614,               0.000614
                    352,                0.65814,                 1.2948,                0.40941,                0.98053,                0.99942,                      1,                  0.995,                0.93017,                0.99942,                      1,                  0.995,                0.80008,                0.41859,                 1.1066,                0.25352,                 0.8447,             0.00061004,             0.00061004,             0.00061004
                    353,                0.66118,                 1.2831,                0.40982,                0.97376,                0.99932,                      1,                  0.995,                0.93257,                0.99932,                      1,                  0.995,                    0.8,                0.41618,                 1.1033,                0.25394,                0.84362,             0.00060608,             0.00060608,             0.00060608
                    354,                0.64511,                 1.2838,                0.41193,                0.97603,                      1,                0.99997,                  0.995,                0.93257,                      1,                0.99997,                  0.995,                0.79868,                0.41724,                 1.1024,                0.25542,                0.84398,             0.00060212,             0.00060212,             0.00060212
                    355,                 0.6534,                 1.2886,                0.40563,                0.96753,                0.99965,                 0.9963,                  0.995,                0.93327,                0.99965,                 0.9963,                  0.995,                0.79863,                0.41548,                 1.0978,                0.25533,                0.84357,             0.00059816,             0.00059816,             0.00059816
