                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                 1.0068,                 1.6979,                0.66831,                 1.2042,                0.92453,                0.88519,                0.96093,                0.73962,                0.96184,                0.84014,                0.94495,                0.65058,                 0.8727,                 1.6654,                0.57472,                 1.1683,              0.0015129,              0.0015129,              0.0015129
                    125,                 1.0137,                 1.7208,                0.67143,                 1.2127,                0.95135,                0.91852,                 0.9744,                0.76032,                0.93984,                0.90741,                0.95689,                0.66461,                0.85521,                 1.5923,                 0.5583,                 1.1498,               0.001509,               0.001509,               0.001509
                    126,                0.99012,                  1.698,                0.64528,                 1.1883,                0.96423,                0.91481,                0.97905,                0.78644,                0.95642,                0.90741,                0.96988,                0.68995,                0.79966,                  1.525,                0.50161,                 1.1127,               0.001505,               0.001505,               0.001505
                    127,                 1.0368,                  1.749,                0.69794,                  1.232,                0.92096,                0.90631,                0.95545,                0.72903,                0.90967,                 0.8952,                0.93453,                0.63409,                0.89946,                 1.6946,                0.58457,                  1.195,               0.001501,               0.001501,               0.001501
                    128,                0.96517,                 1.6591,                0.65559,                 1.1886,                0.96129,                0.91964,                0.97944,                0.77185,                0.96129,                0.91964,                0.97485,                0.68454,                0.82446,                 1.5488,                0.51579,                 1.1227,              0.0014971,              0.0014971,              0.0014971
                    129,                0.99507,                 1.7302,                0.69701,                 1.1957,                0.91105,                0.92222,                0.96844,                 0.7504,                0.94136,                0.89186,                 0.9666,                 0.6521,                0.84629,                 1.6122,                0.56465,                 1.1547,              0.0014931,              0.0014931,              0.0014931
                    130,                0.98291,                 1.6668,                0.67128,                 1.2073,                0.95193,                0.91481,                0.97892,                0.77648,                0.95976,                0.88331,                0.96154,                0.67104,                0.79971,                 1.5538,                0.51249,                 1.1215,              0.0014892,              0.0014892,              0.0014892
                    131,                0.98687,                 1.6749,                0.65716,                 1.1874,                0.95993,                0.88729,                0.96202,                 0.7463,                0.96961,                0.88889,                0.96345,                0.65604,                0.87434,                 1.6195,                0.58003,                 1.1754,              0.0014852,              0.0014852,              0.0014852
                    132,                0.95779,                 1.6604,                0.64447,                 1.1795,                0.96655,                0.93704,                0.98487,                0.79182,                0.96273,                0.93333,                0.97801,                0.69479,                0.78514,                 1.4975,                0.47136,                   1.09,              0.0014812,              0.0014812,              0.0014812
                    133,                0.95045,                 1.6461,                0.62619,                  1.171,                0.96579,                0.94099,                0.98041,                0.77899,                0.96546,                0.93178,                0.97315,                0.68613,                0.81774,                 1.4873,                0.51561,                 1.1111,              0.0014773,              0.0014773,              0.0014773
                    134,                0.98395,                 1.6691,                0.65195,                 1.1797,                0.93941,                0.92963,                0.97195,                0.77422,                 0.9304,                0.92222,                0.96539,                0.66672,                0.83465,                  1.557,                0.52197,                 1.1201,              0.0014733,              0.0014733,              0.0014733
                    135,                0.91966,                 1.6033,                0.60865,                 1.1595,                0.97663,                0.92887,                0.98045,                0.79266,                0.97275,                0.92535,                0.97481,                0.68405,                0.77697,                 1.5163,                0.49722,                 1.0962,              0.0014694,              0.0014694,              0.0014694
                    136,                0.98236,                 1.6307,                0.64019,                 1.1768,                 0.9259,                0.91481,                0.96124,                0.74628,                0.92852,                 0.9037,                0.95014,                0.65016,                0.86843,                 1.6027,                0.57968,                  1.145,              0.0014654,              0.0014654,              0.0014654
                    137,                0.96159,                 1.7015,                0.63708,                 1.1552,                0.96886,                0.92185,                0.97706,                0.78176,                0.96886,                0.92185,                0.97644,                0.67231,                0.78344,                  1.553,                 0.5105,                 1.0966,              0.0014614,              0.0014614,              0.0014614
                    138,                 0.9632,                 1.6497,                0.63087,                 1.1731,                0.97474,                0.94074,                0.98157,                 0.7948,                0.97474,                0.94074,                0.97863,                 0.6883,                0.75452,                 1.5116,                0.47732,                 1.0813,              0.0014575,              0.0014575,              0.0014575
                    139,                0.95334,                 1.6364,                0.63475,                 1.1654,                0.98084,                0.94815,                0.98576,                0.78712,                0.97318,                0.94074,                0.97629,                0.69656,                0.82561,                 1.5315,                0.48129,                 1.1123,              0.0014535,              0.0014535,              0.0014535
                    140,                0.94418,                 1.6634,                0.63667,                 1.1529,                0.93971,                0.95185,                0.98151,                0.78555,                0.93971,                0.95185,                0.97854,                0.69465,                0.76048,                 1.4856,                0.48819,                 1.0768,              0.0014496,              0.0014496,              0.0014496
                    141,                0.96245,                 1.6814,                0.63624,                 1.1692,                 0.9684,                0.91111,                0.97887,                 0.7646,                0.97873,                    0.9,                0.96869,                0.67479,                0.84819,                 1.5454,                0.52856,                 1.1226,              0.0014456,              0.0014456,              0.0014456
                    142,                0.95565,                 1.6149,                0.64664,                 1.1637,                 0.9806,                 0.9362,                0.98552,                 0.8035,                0.97672,                 0.9325,                0.98136,                 0.6949,                 0.7719,                 1.4714,                0.46338,                 1.0784,              0.0014416,              0.0014416,              0.0014416
                    143,                0.93515,                 1.6429,                0.63849,                 1.1638,                0.96229,                 0.9451,                0.98755,                 0.8034,                 0.9691,                0.92593,                0.97815,                0.69973,                0.76321,                 1.4817,                 0.4747,                 1.0784,              0.0014377,              0.0014377,              0.0014377
                    144,                0.95387,                 1.6628,                0.61753,                 1.1639,                0.92219,                0.88148,                 0.9493,                0.71176,                0.91444,                0.87407,                0.93519,                0.60496,                  0.964,                 1.8144,                0.63085,                  1.232,              0.0014337,              0.0014337,              0.0014337
                    145,                0.94233,                  1.619,                0.62073,                 1.1577,                0.96737,                0.93333,                0.98302,                0.80133,                0.96737,                0.93333,                0.98115,                0.69362,                 0.7585,                 1.4941,                0.46658,                 1.0738,              0.0014298,              0.0014298,              0.0014298
                    146,                0.95106,                   1.67,                0.64766,                 1.1616,                0.96491,                0.91111,                0.97819,                0.78433,                0.96099,                0.90741,                 0.9722,                0.67092,                0.78057,                 1.5312,                 0.4968,                 1.0801,              0.0014258,              0.0014258,              0.0014258
                    147,                0.94024,                 1.6217,                0.61544,                 1.1508,                 0.9739,                0.93704,                0.98439,                0.79208,                0.95903,                0.95377,                0.97931,                0.69038,                0.78064,                 1.5208,                0.46852,                 1.0767,              0.0014218,              0.0014218,              0.0014218
                    148,                0.94108,                 1.6404,                 0.6229,                 1.1507,                0.96048,                0.93704,                0.98335,                0.79607,                0.96048,                0.93704,                 0.9791,                0.69338,                0.75828,                 1.4904,                0.46197,                 1.0706,              0.0014179,              0.0014179,              0.0014179
                    149,                0.92868,                 1.6206,                0.63232,                  1.147,                0.94424,                0.94085,                0.97616,                0.78379,                0.94796,                0.94456,                0.97567,                0.68304,                0.79598,                 1.5246,                0.49777,                 1.0997,              0.0014139,              0.0014139,              0.0014139
                    150,                0.92398,                 1.6199,                0.59058,                 1.1507,                0.98083,                0.94773,                0.98787,                0.80526,                0.97309,                0.93766,                0.98127,                  0.699,                0.75988,                 1.4727,                0.45272,                 1.0733,                0.00141,                0.00141,                0.00141
                    151,                 0.9306,                 1.6011,                0.61954,                 1.1485,                 0.9782,                0.93704,                0.98564,                0.79245,                0.95915,                0.92963,                0.97511,                0.67935,                0.79692,                 1.5071,                0.49179,                 1.0896,               0.001406,               0.001406,               0.001406
                    152,                0.91811,                 1.6663,                0.62815,                 1.1396,                0.96049,                0.94074,                0.98609,                0.80994,                0.94236,                0.96667,                0.98463,                0.70087,                0.73577,                 1.4552,                0.45591,                 1.0584,               0.001402,               0.001402,               0.001402
                    153,                0.89605,                 1.6134,                0.58544,                 1.1412,                0.97306,                0.93651,                0.98458,                0.80144,                0.96921,                0.93281,                0.98374,                 0.6928,                0.75429,                 1.4997,                0.46111,                 1.0699,              0.0013981,              0.0013981,              0.0013981
                    154,                0.89712,                 1.5687,                0.59494,                 1.1384,                0.97469,                0.95556,                0.98715,                0.81498,                0.97469,                0.95556,                0.98114,                0.71041,                0.73772,                 1.4591,                0.44959,                 1.0584,              0.0013941,              0.0013941,              0.0013941
                    155,                0.92238,                 1.6629,                0.61719,                 1.1385,                0.96604,                0.94833,                0.98446,                0.81618,                0.96227,                0.94463,                 0.9794,                0.70524,                0.73265,                 1.4676,                0.45741,                 1.0499,              0.0013902,              0.0013902,              0.0013902
                    156,                0.90052,                 1.6154,                0.59893,                 1.1292,                 0.9588,                0.94816,                0.98624,                 0.7958,                0.96629,                0.95556,                0.98792,                0.69504,                0.77035,                 1.4794,                0.46392,                 1.0797,              0.0013862,              0.0013862,              0.0013862
                    157,                0.92587,                 1.5966,                 0.6016,                 1.1368,                0.96571,                0.93865,                0.98748,                0.81482,                 0.9619,                0.93494,                0.98058,                0.70924,                0.73562,                 1.4614,                0.44863,                 1.0576,              0.0013822,              0.0013822,              0.0013822
                    158,                0.90263,                 1.5687,                 0.5941,                 1.1222,                0.96411,                0.91852,                0.98292,                0.79324,                0.95226,                0.90741,                0.97425,                0.68469,                0.77525,                 1.5027,                0.48238,                 1.0709,              0.0013783,              0.0013783,              0.0013783
                    159,                 0.9063,                 1.6027,                0.61882,                 1.1373,                0.97844,                0.95556,                0.98859,                0.81436,                0.97465,                0.95185,                0.98601,                0.70695,                 0.7147,                 1.4278,                0.44275,                 1.0353,              0.0013743,              0.0013743,              0.0013743
                    160,                0.89632,                 1.5893,                0.58933,                 1.1325,                 0.9592,                0.95556,                0.98902,                 0.8044,                0.97694,                0.94151,                0.98937,                0.69768,                0.74886,                 1.4888,                 0.4491,                 1.0524,              0.0013704,              0.0013704,              0.0013704
                    161,                0.92782,                 1.6588,                0.59832,                 1.1551,                 0.9592,                0.95787,                0.98936,                0.80685,                0.95186,                0.95193,                  0.983,                0.70428,                0.74737,                 1.4742,                 0.4418,                 1.0509,              0.0013664,              0.0013664,              0.0013664
                    162,                0.90283,                 1.6097,                0.59306,                 1.1347,                0.94905,                0.91852,                0.97385,                0.77303,                0.97069,                0.92593,                0.97666,                0.67891,                0.80094,                 1.5096,                0.50312,                  1.098,              0.0013624,              0.0013624,              0.0013624
                    163,                0.89939,                 1.5632,                0.59239,                  1.132,                0.95842,                0.93919,                0.98645,                 0.8025,                 0.9659,                0.93704,                0.98143,                0.69728,                0.75488,                 1.4906,                0.45746,                 1.0641,              0.0013585,              0.0013585,              0.0013585
                    164,                0.91205,                 1.6598,                0.60739,                 1.1335,                0.95615,                0.93333,                0.98472,                0.78827,                0.95615,                0.93333,                0.98277,                0.69553,                0.78789,                 1.4922,                0.47935,                 1.0827,              0.0013545,              0.0013545,              0.0013545
                    165,                0.89884,                 1.6063,                 0.5764,                 1.1345,                0.97465,                0.94074,                0.98974,                0.81472,                0.98647,                0.94074,                0.99129,                0.70198,                0.73161,                 1.4692,                0.43845,                 1.0342,              0.0013506,              0.0013506,              0.0013506
                    166,                0.86695,                 1.5534,                0.56507,                 1.1193,                0.98404,                0.91331,                0.98004,                0.79585,                0.95073,                0.92914,                0.97343,                0.69394,                0.74636,                  1.482,                0.47503,                 1.0659,              0.0013466,              0.0013466,              0.0013466
                    167,                0.87079,                 1.5689,                0.58017,                 1.1255,                 0.9772,                0.95237,                0.98841,                0.81644,                 0.9734,                0.94867,                0.98523,                0.71197,                0.72873,                 1.4533,                 0.4281,                 1.0414,              0.0013426,              0.0013426,              0.0013426
                    168,                0.86796,                 1.6067,                0.58184,                 1.1057,                0.98958,                0.94444,                0.98758,                0.81988,                0.98181,                0.93704,                0.98496,                 0.7097,                0.71228,                 1.4237,                0.43778,                 1.0323,              0.0013387,              0.0013387,              0.0013387
                    169,                0.89938,                 1.5432,                0.58527,                 1.1269,                0.97388,                 0.9666,                 0.9915,                 0.8203,                0.96642,                0.95919,                0.98447,                0.71311,                0.71715,                 1.4159,                0.43007,                 1.0301,              0.0013347,              0.0013347,              0.0013347
                    170,                0.90765,                 1.5871,                0.59481,                 1.1308,                0.97735,                0.95185,                0.99047,                0.82447,                0.97735,                0.95185,                0.99061,                0.71913,                0.69569,                 1.3947,                0.40946,                 1.0258,              0.0013308,              0.0013308,              0.0013308
                    171,                0.88075,                 1.5322,                0.56971,                 1.1087,                0.96981,                0.95193,                0.99046,                0.82384,                0.98081,                0.94646,                0.99116,                0.71434,                0.69026,                 1.4024,                0.40995,                 1.0166,              0.0013268,              0.0013268,              0.0013268
                    172,                0.87704,                 1.5401,                 0.5844,                 1.1154,                0.98122,                0.95926,                0.99212,                0.82623,                0.97743,                0.95556,                0.99197,                 0.7176,                0.69823,                 1.4299,                0.42972,                 1.0259,              0.0013228,              0.0013228,              0.0013228
                    173,                0.88764,                 1.5875,                0.58532,                 1.1274,                0.97639,                0.94815,                0.98846,                0.81169,                 0.9802,                0.95185,                0.98912,                0.71075,                0.71188,                 1.4287,                0.43282,                 1.0239,              0.0013189,              0.0013189,              0.0013189
                    174,                0.89393,                 1.6075,                0.58554,                 1.1189,                0.98618,                0.94074,                0.98966,                0.82607,                0.98618,                0.94074,                0.98924,                0.71295,                0.70208,                 1.4344,                0.41852,                 1.0156,              0.0013149,              0.0013149,              0.0013149
                    175,                0.88226,                 1.5932,                 0.5733,                  1.106,                0.97595,                0.95185,                 0.9902,                0.83273,                0.97771,                0.95185,                0.98992,                0.71224,                0.68044,                 1.4279,                0.41624,                 1.0119,               0.001311,               0.001311,               0.001311
                    176,                0.87733,                 1.5348,                0.57993,                  1.109,                0.96622,                0.95346,                0.98787,                0.82621,                0.96247,                0.94976,                0.98614,                0.70359,                0.69709,                 1.4703,                0.42728,                 1.0169,               0.001307,               0.001307,               0.001307
                    177,                0.88236,                 1.6145,                0.58799,                 1.1293,                0.95975,                0.94815,                0.98845,                0.82237,                0.95975,                0.94815,                0.98817,                0.70776,                0.69991,                 1.4466,                 0.4313,                  1.025,               0.001303,               0.001303,               0.001303
                    178,                 0.8776,                 1.6095,                0.58347,                 1.1165,                0.95911,                0.96667,                0.99063,                0.84034,                0.95911,                0.96667,                0.98874,                0.72381,                0.67104,                 1.4055,                0.41394,                 1.0104,              0.0012991,              0.0012991,              0.0012991
                    179,                 0.8648,                 1.5819,                0.55822,                 1.1067,                0.96855,                0.96296,                0.98905,                0.82842,                0.97338,                0.94808,                0.98779,                0.71917,                0.67725,                  1.408,                0.42566,                 1.0111,              0.0012951,              0.0012951,              0.0012951
                    180,                0.88327,                 1.5681,                0.56088,                 1.1141,                0.98108,                0.96041,                0.99067,                0.82459,                0.97752,                0.94444,                0.98762,                0.70927,                0.68571,                 1.4437,                0.41519,                 1.0182,              0.0012912,              0.0012912,              0.0012912
                    181,                0.85643,                 1.5643,                0.55255,                 1.1039,                0.98062,                0.93701,                0.98446,                0.80457,                0.97217,                0.92963,                0.97621,                0.69301,                0.73499,                 1.4848,                0.45493,                 1.0514,              0.0012872,              0.0012872,              0.0012872
                    182,                0.87238,                 1.5767,                0.57181,                 1.1071,                 0.9978,                0.93333,                0.99102,                0.84046,                 0.9594,                 0.9627,                0.98906,                0.71479,                0.66462,                 1.4169,                0.40354,                  1.004,              0.0012832,              0.0012832,              0.0012832
                    183,                0.87856,                 1.5668,                0.56847,                 1.1158,                0.94948,                0.91852,                 0.9673,                0.76971,                0.95331,                0.92222,                0.96575,                0.66249,                0.81476,                 1.6086,                 0.5009,                 1.1056,              0.0012793,              0.0012793,              0.0012793
                    184,                0.87971,                 1.6192,                0.56729,                 1.1203,                0.97171,                0.94444,                0.98871,                0.81607,                 0.9679,                0.94074,                0.98721,                0.70606,                0.71223,                 1.4379,                0.43802,                 1.0366,              0.0012753,              0.0012753,              0.0012753
                    185,                0.86047,                 1.5513,                0.56122,                 1.0999,                0.97378,                0.96278,                0.99177,                0.84022,                0.97378,                0.96278,                0.99155,                0.72668,                0.65981,                  1.367,                0.40067,                 0.9999,              0.0012714,              0.0012714,              0.0012714
                    186,                0.85422,                 1.5078,                 0.5472,                 1.0962,                0.97362,                0.97407,                0.99111,                0.84346,                 0.9705,                0.97468,                0.99061,                0.73165,                0.64514,                 1.3791,                0.38655,                0.99121,              0.0012674,              0.0012674,              0.0012674
                    187,                0.86596,                 1.5379,                0.55597,                 1.0981,                0.97818,                0.94815,                0.99137,                0.83881,                0.97436,                0.94444,                0.98939,                0.72441,                0.67518,                 1.3912,                 0.3951,                 1.0035,              0.0012634,              0.0012634,              0.0012634
                    188,                0.85526,                  1.527,                0.54026,                 1.0869,                0.99228,                0.95155,                0.99136,                0.84171,                0.98841,                0.94785,                0.98961,                0.73084,                0.65537,                  1.367,                0.38415,                0.98673,              0.0012595,              0.0012595,              0.0012595
                    189,                0.84846,                 1.5849,                0.53682,                  1.087,                0.97937,                0.94815,                 0.9888,                0.84554,                0.97937,                0.94815,                0.98801,                0.72558,                0.65446,                 1.3583,                0.40492,                0.99145,              0.0012555,              0.0012555,              0.0012555
                    190,                0.85864,                 1.5714,                0.55855,                 1.0971,                0.98452,                0.94238,                0.99033,                0.81938,                0.98065,                0.93868,                 0.9813,                0.70786,                0.70689,                 1.4191,                0.42754,                 1.0344,              0.0012516,              0.0012516,              0.0012516
                    191,                0.86069,                 1.5555,                0.55548,                  1.098,                0.98967,                0.95926,                0.99273,                 0.8344,                0.98585,                0.95556,                0.98964,                0.73142,                0.67294,                 1.3902,                0.39775,                 1.0001,              0.0012476,              0.0012476,              0.0012476
                    192,                0.86284,                 1.5165,                 0.5535,                 1.0972,                0.96648,                0.97407,                 0.9914,                0.82925,                0.96375,                0.97037,                0.98791,                0.72438,                0.68344,                 1.3768,                0.40755,                0.99942,              0.0012436,              0.0012436,              0.0012436
                    193,                0.85195,                 1.5423,                0.54952,                 1.0876,                0.99284,                0.95556,                0.99237,                0.84248,                0.98899,                0.95185,                0.99071,                 0.7284,                0.67575,                 1.3676,                0.40376,                 1.0047,              0.0012397,              0.0012397,              0.0012397
                    194,                0.83922,                 1.5417,                0.56145,                 1.0805,                0.97029,                0.96753,                0.99151,                0.83856,                0.97029,                0.96753,                0.99082,                0.73004,                0.67382,                 1.3628,                0.40077,                 1.0014,              0.0012357,              0.0012357,              0.0012357
                    195,                0.83299,                 1.4758,                0.53989,                 1.0761,                0.96365,                0.98179,                0.99346,                0.84907,                0.96365,                0.98179,                0.99346,                0.73627,                0.65201,                 1.3486,                0.37415,                0.98653,              0.0012318,              0.0012318,              0.0012318
                    196,                0.86869,                 1.5752,                0.55406,                 1.1016,                0.99428,                0.95185,                0.98989,                0.83639,                0.99428,                0.95185,                0.98939,                0.73087,                0.67471,                 1.3769,                0.39245,                 1.0072,              0.0012278,              0.0012278,              0.0012278
                    197,                0.84644,                  1.556,                0.53322,                  1.089,                0.98254,                0.96667,                0.99257,                0.82935,                0.98435,                0.96667,                0.99181,                0.72025,                0.69557,                 1.3708,                0.41058,                 1.0147,              0.0012238,              0.0012238,              0.0012238
                    198,                0.83292,                 1.4776,                0.53596,                 1.0873,                0.99238,                0.96485,                0.99372,                0.84404,                0.99238,                0.96485,                0.99372,                0.73908,                0.66329,                 1.3447,                0.37207,                0.98846,              0.0012199,              0.0012199,              0.0012199
                    199,                0.84045,                 1.5393,                0.53671,                 1.0846,                0.98826,                0.95926,                0.99143,                0.84022,                0.98826,                0.95926,                0.99143,                0.73239,                0.66298,                  1.349,                0.39545,                0.98969,              0.0012159,              0.0012159,              0.0012159
                    200,                0.84734,                 1.5218,                0.53954,                  1.081,                0.99791,                0.95556,                0.99366,                0.85564,                0.99791,                0.95556,                0.99326,                0.73875,                0.63504,                 1.3255,                0.37796,                0.97384,               0.001212,               0.001212,               0.001212
                    201,                0.83775,                 1.5244,                0.54065,                 1.0769,                0.94908,                 0.9664,                0.99041,                0.82264,                0.95269,                0.96951,                0.99035,                0.71546,                0.70375,                 1.4003,                0.41589,                 1.0196,               0.001208,               0.001208,               0.001208
                    202,                0.80948,                 1.5297,                0.54763,                 1.0718,                0.96834,                0.98889,                 0.9932,                0.84612,                0.96834,                0.98889,                0.99332,                  0.735,                0.63943,                 1.3485,                0.37694,                0.97374,               0.001204,               0.001204,               0.001204
                    203,                0.83291,                  1.486,                0.53198,                 1.0878,                0.97594,                0.97778,                0.99284,                0.85864,                0.97594,                0.97778,                0.99284,                0.73544,                0.61973,                 1.3323,                0.37078,                0.96465,              0.0012001,              0.0012001,              0.0012001
                    204,                0.81055,                 1.4953,                0.51764,                 1.0727,                 0.9813,                0.97183,                 0.9932,                0.85085,                0.98129,                0.97116,                0.99358,                0.74141,                0.62847,                 1.3191,                0.37037,                 0.9741,              0.0011961,              0.0011961,              0.0011961
                    205,                0.82066,                 1.4921,                0.52092,                   1.08,                0.96703,                0.96296,                0.99157,                0.82861,                0.96331,                0.95926,                0.98987,                0.72758,                0.69566,                 1.3832,                0.41262,                 1.0137,              0.0011922,              0.0011922,              0.0011922
                    206,                0.81919,                 1.4981,                0.51811,                 1.0717,                0.98502,                0.97411,                0.99393,                0.85102,                0.99619,                0.96715,                0.99408,                0.73847,                0.63082,                 1.3203,                0.36893,                0.96828,              0.0011882,              0.0011882,              0.0011882
                    207,                0.82377,                 1.4958,                0.52972,                 1.0707,                0.98478,                0.98148,                0.99414,                0.86174,                0.98478,                0.98148,                0.99414,                0.73777,                0.61071,                 1.3063,                0.35601,                0.95895,              0.0011842,              0.0011842,              0.0011842
                    208,                0.83479,                 1.5006,                0.51842,                 1.0704,                0.99815,                0.98148,                0.99461,                0.85656,                0.99815,                0.98148,                0.99461,                  0.746,                0.63005,                 1.3323,                0.35754,                 0.9615,              0.0011803,              0.0011803,              0.0011803
                    209,                0.81548,                 1.5117,                0.51393,                 1.0702,                0.98874,                0.97569,                0.99445,                0.86788,                0.98874,                0.97569,                0.99445,                0.74763,                0.60976,                 1.3095,                0.35182,                0.95475,              0.0011763,              0.0011763,              0.0011763
                    210,                  0.835,                 1.4753,                 0.5312,                 1.0737,                0.99379,                0.98148,                 0.9946,                0.85682,                0.99379,                0.98148,                 0.9946,                0.73954,                0.62999,                  1.332,                0.37599,                0.96295,              0.0011724,              0.0011724,              0.0011724
                    211,                0.82804,                 1.5122,                0.53316,                 1.0671,                0.98746,                0.97778,                0.99401,                0.84721,                0.98746,                0.97778,                0.99401,                0.73559,                0.66114,                 1.3677,                  0.375,                0.98763,              0.0011684,              0.0011684,              0.0011684
                    212,                0.79806,                 1.4825,                 0.5299,                 1.0616,                0.98521,                0.98688,                0.99396,                0.86316,                0.98521,                0.98688,                0.99396,                0.74555,                0.61425,                 1.3035,                0.35439,                0.95863,              0.0011644,              0.0011644,              0.0011644
                    213,                0.83085,                 1.4986,                0.52734,                  1.081,                0.98874,                0.97603,                0.99393,                0.85643,                0.98874,                0.97603,                0.99393,                0.74572,                0.61225,                 1.2976,                0.35615,                0.95237,              0.0011605,              0.0011605,              0.0011605
                    214,                0.83515,                 1.5297,                0.51964,                 1.0874,                0.98464,                0.98519,                0.99307,                0.85176,                0.98094,                0.98148,                0.99193,                0.74277,                0.62405,                 1.3164,                0.37164,                0.96305,              0.0011565,              0.0011565,              0.0011565
                    215,                0.82796,                 1.4556,                0.52255,                 1.0733,                0.98319,                0.98148,                0.99388,                0.85997,                0.97948,                0.97778,                0.99306,                 0.7525,                0.60896,                 1.2931,                0.36096,                 0.9541,              0.0011526,              0.0011526,              0.0011526
                    216,                0.82289,                 1.4863,                0.52097,                 1.0757,                0.99233,                0.95896,                0.99359,                  0.858,                 0.9885,                0.95529,                0.99273,                0.74497,                0.62397,                 1.3091,                0.36943,                0.96605,              0.0011486,              0.0011486,              0.0011486
                    217,                0.80722,                 1.4689,                0.51791,                 1.0631,                0.97794,                0.98513,                0.99384,                0.86472,                0.97426,                0.98143,                0.99256,                0.74731,                0.60687,                 1.2876,                0.35033,                0.95161,              0.0011446,              0.0011446,              0.0011446
