                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    245,                0.81293,                0.82268,                0.56252,                 1.0674,                0.99628,                0.99239,                0.99496,                0.87761,                0.99628,                0.99239,                0.99496,                0.73969,                0.55651,                0.51785,                0.30833,                0.94151,              0.0051688,              0.0051688,              0.0051688
                    246,                0.85052,                0.83083,                0.57803,                 1.1012,                0.99628,                0.99133,                0.99496,                0.87963,                0.99628,                0.99133,                0.99496,                0.73974,                0.55441,                0.51733,                0.30761,                0.94065,               0.005149,               0.005149,               0.005149
                    247,                0.81841,                 0.8139,                0.56251,                 1.0744,                0.99628,                0.99095,                0.99493,                0.88031,                0.99628,                0.99095,                0.99493,                0.73897,                0.55272,                0.51664,                0.30781,                0.93987,              0.0051292,              0.0051292,              0.0051292
                    248,                 0.8383,                0.81888,                0.59886,                 1.0942,                0.99628,                0.99151,                0.99493,                0.88256,                0.99628,                0.99151,                0.99493,                0.73958,                0.55163,                0.51556,                0.30722,                0.93908,              0.0051094,              0.0051094,              0.0051094
                    249,                0.83085,                0.83747,                0.56997,                 1.0907,                0.99628,                0.99138,                0.99493,                0.88072,                0.99628,                0.99138,                0.99493,                0.74131,                0.55055,                0.51512,                0.30749,                0.93787,              0.0050896,              0.0050896,              0.0050896
                    250,                0.83885,                0.80217,                0.59683,                 1.0873,                0.99628,                0.99137,                0.99493,                0.88169,                0.99628,                0.99137,                0.99493,                0.74308,                0.54958,                0.51462,                0.30671,                0.93704,              0.0050698,              0.0050698,              0.0050698
                    251,                0.81917,                 0.7946,                0.59462,                  1.091,                0.99628,                0.99156,                0.99496,                0.88047,                0.99628,                0.99156,                0.99496,                0.74349,                0.54908,                0.51427,                0.30724,                0.93644,                0.00505,                0.00505,                0.00505
                    252,                0.83245,                0.84332,                0.60167,                 1.0941,                0.99628,                0.99167,                0.99496,                0.88197,                0.99628,                0.99167,                0.99496,                0.74265,                0.54813,                0.51383,                0.30733,                0.93587,              0.0050302,              0.0050302,              0.0050302
                    253,                0.84804,                0.81966,                0.59784,                 1.1037,                0.99628,                0.99164,                0.99496,                0.88226,                0.99628,                0.99164,                0.99496,                0.74169,                0.54764,                0.51309,                0.30661,                 0.9351,              0.0050104,              0.0050104,              0.0050104
                    254,                0.83248,                0.81414,                0.61139,                 1.0938,                0.99628,                0.99167,                0.99496,                0.88184,                0.99628,                0.99167,                0.99496,                0.74004,                0.54811,                0.51257,                 0.3064,                0.93516,              0.0049906,              0.0049906,              0.0049906
                    255,                 0.8093,                0.82718,                0.57846,                 1.0807,                0.99628,                0.99163,                0.99496,                0.88267,                0.99628,                0.99163,                0.99496,                0.73899,                0.54745,                0.51249,                 0.3049,                0.93399,              0.0049708,              0.0049708,              0.0049708
                    256,                0.83614,                0.82169,                0.56274,                 1.1063,                0.99628,                0.99159,                0.99496,                0.88366,                0.99628,                0.99159,                0.99496,                0.73847,                0.54664,                0.51212,                0.30462,                0.93337,               0.004951,               0.004951,               0.004951
                    257,                0.83406,                 0.7935,                0.59533,                 1.0936,                0.99628,                0.99156,                0.99496,                0.88535,                0.99628,                0.99156,                0.99496,                0.73976,                0.54465,                0.51182,                0.30452,                0.93231,              0.0049312,              0.0049312,              0.0049312
                    258,                0.81426,                0.80409,                0.57126,                 1.0761,                0.99628,                0.99148,                0.99496,                0.88352,                0.99628,                0.99148,                0.99496,                0.74124,                0.54373,                0.51132,                0.30339,                 0.9317,              0.0049114,              0.0049114,              0.0049114
                    259,                0.80388,                 0.7817,                0.57838,                 1.0813,                0.99628,                0.99152,                0.99496,                0.88556,                0.99628,                0.99152,                0.99496,                0.74145,                0.54194,                0.51099,                0.30285,                0.93078,              0.0048916,              0.0048916,              0.0048916
                    260,                0.81496,                0.82099,                0.57894,                 1.0814,                0.99628,                0.99158,                0.99496,                0.88546,                0.99628,                0.99158,                0.99496,                0.74284,                0.54162,                0.51034,                0.30236,                0.93022,              0.0048718,              0.0048718,              0.0048718
                    261,                0.81164,                0.78044,                0.54132,                 1.0851,                0.99628,                0.99101,                0.99496,                0.88691,                0.99628,                0.99101,                0.99496,                0.74365,                0.54256,                0.50973,                0.30123,                0.93014,               0.004852,               0.004852,               0.004852
                    262,                0.81637,                0.80883,                0.55701,                 1.0866,                0.99395,                0.98889,                0.99493,                0.88504,                0.99395,                0.98889,                0.99493,                0.74437,                0.54243,                0.50938,                0.30123,                0.93016,              0.0048322,              0.0048322,              0.0048322
                    263,                0.83831,                0.81605,                0.62086,                 1.0803,                 0.9932,                0.98889,                0.99493,                0.88599,                 0.9932,                0.98889,                0.99493,                0.74506,                0.54188,                0.50896,                0.30082,                0.92955,              0.0048124,              0.0048124,              0.0048124
                    264,                0.83051,                0.81854,                0.56345,                 1.0991,                0.99326,                0.98889,                0.99489,                0.88805,                0.99326,                0.98889,                0.99489,                0.74429,                0.54063,                0.50874,                 0.2995,                0.92919,              0.0047926,              0.0047926,              0.0047926
                    265,                 0.8028,                0.77668,                0.54795,                 1.0798,                0.99395,                0.98889,                0.99493,                0.88904,                0.99395,                0.98889,                0.99493,                0.74543,                0.54105,                0.50843,                0.29839,                0.92894,              0.0047728,              0.0047728,              0.0047728
                    266,                0.81585,                0.80434,                0.55419,                  1.075,                0.99419,                0.98889,                0.99493,                0.88869,                0.99419,                0.98889,                0.99493,                0.74667,                0.53988,                0.50826,                0.29851,                 0.9285,               0.004753,               0.004753,               0.004753
                    267,                0.80922,                0.77006,                0.56601,                 1.0713,                0.99445,                0.98889,                0.99493,                0.88957,                0.99445,                0.98889,                0.99493,                0.74587,                0.53853,                0.50781,                0.29887,                0.92804,              0.0047332,              0.0047332,              0.0047332
                    268,                0.82276,                0.83397,                0.54751,                 1.0915,                0.99628,                0.99128,                0.99496,                0.88971,                0.99628,                0.99128,                0.99496,                0.74651,                0.53726,                0.50757,                0.29904,                0.92781,              0.0047134,              0.0047134,              0.0047134
                    269,                0.83476,                0.79835,                0.58753,                 1.0941,                0.99628,                0.99165,                0.99496,                0.89125,                0.99628,                0.99165,                0.99496,                0.74795,                0.53605,                0.50709,                0.29845,                 0.9271,              0.0046936,              0.0046936,              0.0046936
                    270,                 0.8158,                0.80065,                 0.5542,                 1.0806,                0.99628,                 0.9917,                0.99496,                0.89146,                0.99628,                 0.9917,                0.99496,                0.74816,                0.53532,                0.50661,                0.29759,                0.92678,              0.0046738,              0.0046738,              0.0046738
                    271,                 0.8071,                0.81143,                0.56078,                 1.0693,                0.99628,                0.99173,                0.99496,                0.88993,                0.99628,                0.99173,                0.99496,                0.74885,                0.53531,                 0.5061,                0.29614,                0.92652,               0.004654,               0.004654,               0.004654
                    272,                0.82186,                0.79578,                0.58185,                 1.0746,                0.99628,                0.99176,                0.99496,                0.89166,                0.99628,                0.99176,                0.99496,                 0.7495,                0.53427,                0.50585,                0.29456,                0.92606,              0.0046342,              0.0046342,              0.0046342
                    273,                0.79115,                0.81724,                 0.5395,                 1.0699,                0.99628,                0.99175,                0.99496,                0.89185,                0.99628,                0.99175,                0.99496,                0.74997,                0.53325,                0.50538,                0.29506,                0.92537,              0.0046144,              0.0046144,              0.0046144
                    274,                0.79358,                0.82695,                0.54058,                 1.0761,                0.99628,                0.99171,                0.99496,                 0.8911,                0.99628,                0.99171,                0.99496,                 0.7494,                0.53253,                0.50491,                0.29334,                0.92492,              0.0045946,              0.0045946,              0.0045946
                    275,                0.79821,                0.82178,                0.54503,                 1.0677,                0.99628,                0.99172,                0.99496,                0.89303,                0.99628,                0.99172,                0.99496,                0.74859,                 0.5312,                0.50458,                0.29308,                 0.9242,              0.0045748,              0.0045748,              0.0045748
                    276,                0.78996,                0.79888,                 0.5417,                 1.0667,                0.99628,                0.99172,                0.99496,                0.89099,                0.99628,                0.99172,                0.99496,                0.74857,                0.53006,                0.50427,                0.29299,                0.92351,               0.004555,               0.004555,               0.004555
                    277,                0.79467,                0.80739,                0.53934,                 1.0742,                0.99628,                0.99166,                0.99496,                0.89258,                0.99628,                0.99166,                0.99496,                0.74863,                0.52929,                0.50369,                0.29278,                0.92319,              0.0045352,              0.0045352,              0.0045352
                    278,                 0.8143,                0.79607,                0.55552,                 1.0713,                0.99628,                0.99161,                0.99496,                0.89255,                0.99628,                0.99161,                0.99496,                0.75073,                0.52826,                0.50319,                0.29238,                0.92254,              0.0045154,              0.0045154,              0.0045154
                    279,                0.81909,                0.80453,                 0.5746,                 1.0645,                0.99628,                0.99147,                0.99496,                0.89314,                0.99628,                0.99147,                0.99496,                 0.7516,                0.52774,                0.50292,                0.29112,                0.92215,              0.0044956,              0.0044956,              0.0044956
                    280,                0.79791,                0.81206,                0.53609,                 1.0506,                0.99628,                0.99123,                0.99496,                0.89111,                0.99628,                0.99123,                0.99496,                0.75098,                  0.527,                0.50254,                0.28996,                 0.9217,              0.0044758,              0.0044758,              0.0044758
                    281,                0.77139,                0.77338,                0.53087,                 1.0649,                0.99628,                 0.9908,                0.99496,                0.89163,                0.99628,                 0.9908,                0.99496,                 0.7513,                0.52551,                0.50222,                0.28945,                0.92139,               0.004456,               0.004456,               0.004456
                    282,                0.80051,                0.82446,                0.55363,                 1.0642,                0.99628,                0.99082,                0.99496,                0.89351,                0.99628,                0.99082,                0.99496,                 0.7524,                0.52391,                0.50195,                0.28867,                0.92053,              0.0044362,              0.0044362,              0.0044362
                    283,                0.78106,                0.76347,                0.53311,                 1.0755,                0.99627,                0.99056,                0.99496,                0.89535,                0.99627,                0.99056,                0.99496,                0.75272,                0.52227,                0.50151,                0.28815,                0.91994,              0.0044164,              0.0044164,              0.0044164
                    284,                0.81058,                0.80014,                0.54031,                   1.08,                0.99627,                 0.9903,                0.99496,                0.89454,                0.99627,                 0.9903,                0.99496,                0.75358,                0.52085,                0.50098,                0.28753,                0.91938,              0.0043966,              0.0043966,              0.0043966
                    285,                0.80668,                0.78473,                0.53684,                 1.0717,                0.99627,                0.98975,                0.99496,                0.89716,                0.99627,                0.98975,                0.99496,                0.75395,                0.52004,                0.50057,                0.28707,                0.91868,              0.0043768,              0.0043768,              0.0043768
                    286,                 0.7874,                0.78613,                0.55086,                 1.0671,                0.99627,                0.98903,                0.99496,                0.89801,                0.99627,                0.98903,                0.99496,                 0.7536,                0.51917,                0.50019,                0.28616,                0.91832,               0.004357,               0.004357,               0.004357
                    287,                0.79293,                0.76928,                0.53703,                 1.0691,                0.99739,                0.98889,                0.99496,                0.89629,                0.99739,                0.98889,                0.99496,                  0.753,                0.51843,                0.49974,                0.28538,                0.91787,              0.0043372,              0.0043372,              0.0043372
                    288,                0.78261,                0.77371,                0.55896,                  1.052,                0.99768,                0.98889,                0.99496,                0.89903,                0.99768,                0.98889,                0.99496,                0.75182,                0.51725,                0.49937,                0.28574,                0.91738,              0.0043174,              0.0043174,              0.0043174
                    289,                0.78882,                0.80455,                0.52504,                 1.0717,                      1,                0.99145,                  0.995,                0.89858,                      1,                0.99145,                  0.995,                0.75363,                0.51698,                0.49923,                0.28505,                0.91684,              0.0042976,              0.0042976,              0.0042976
                    290,                0.77698,                0.75858,                0.51992,                  1.054,                      1,                0.99192,                  0.995,                0.89734,                      1,                0.99192,                  0.995,                0.75302,                0.51592,                0.49903,                0.28551,                0.91648,              0.0042778,              0.0042778,              0.0042778
                    291,                 0.8164,                0.77354,                0.55557,                 1.0778,                0.99989,                0.99259,                  0.995,                0.89706,                0.99989,                0.99259,                  0.995,                0.75286,                0.51573,                0.49869,                0.28385,                 0.9162,               0.004258,               0.004258,               0.004258
                    292,                0.79732,                0.81674,                0.53889,                 1.0696,                0.99939,                0.99259,                  0.995,                0.89778,                0.99939,                0.99259,                  0.995,                0.75199,                0.51578,                0.49843,                0.28332,                0.91588,              0.0042382,              0.0042382,              0.0042382
                    293,                0.77862,                0.80818,                0.52112,                 1.0633,                0.99898,                0.99259,                  0.995,                0.89684,                0.99898,                0.99259,                  0.995,                0.75213,                0.51489,                0.49831,                0.28288,                0.91525,              0.0042184,              0.0042184,              0.0042184
                    294,                0.76611,                0.78394,                0.53222,                 1.0431,                 0.9987,                0.99259,                  0.995,                0.89923,                 0.9987,                0.99259,                  0.995,                0.75225,                0.51426,                0.49814,                0.28193,                0.91476,              0.0041986,              0.0041986,              0.0041986
                    295,                0.79296,                 0.8085,                0.52174,                 1.0758,                0.99846,                0.99259,                  0.995,                0.89718,                0.99846,                0.99259,                  0.995,                0.75249,                0.51341,                0.49792,                0.28207,                0.91436,              0.0041788,              0.0041788,              0.0041788
                    296,                0.77301,                 0.7682,                0.53054,                 1.0506,                0.99852,                0.99259,                  0.995,                0.89655,                0.99852,                0.99259,                  0.995,                 0.7522,                0.51327,                0.49758,                0.28152,                0.91422,               0.004159,               0.004159,               0.004159
                    297,                0.77184,                0.78107,                0.52668,                 1.0603,                0.99842,                0.99259,                  0.995,                0.89639,                0.99842,                0.99259,                  0.995,                0.75188,                0.51243,                0.49729,                0.28176,                0.91399,              0.0041392,              0.0041392,              0.0041392
                    298,                0.79294,                0.80358,                0.53345,                 1.0598,                0.99826,                0.99259,                  0.995,                0.89614,                0.99826,                0.99259,                  0.995,                  0.752,                0.51208,                0.49711,                0.28146,                0.91353,              0.0041194,              0.0041194,              0.0041194
                    299,                0.78146,                0.78356,                0.53478,                 1.0486,                0.99826,                0.99259,                  0.995,                0.89768,                0.99826,                0.99259,                  0.995,                0.75349,                0.51074,                0.49675,                0.28157,                0.91293,              0.0040996,              0.0040996,              0.0040996
                    300,                0.77367,                0.78563,                 0.5198,                 1.0651,                0.99824,                0.99259,                  0.995,                0.89771,                0.99824,                0.99259,                  0.995,                 0.7535,                0.51015,                0.49648,                0.28033,                0.91254,              0.0040798,              0.0040798,              0.0040798
                    301,                0.74855,                0.79249,                0.49509,                 1.0434,                0.99816,                0.99259,                  0.995,                 0.9004,                0.99816,                0.99259,                  0.995,                0.75461,                0.50902,                0.49619,                0.28029,                0.91212,                0.00406,                0.00406,                0.00406
                    302,                0.77848,                0.78222,                0.55099,                 1.0622,                0.99883,                0.99259,                  0.995,                0.90083,                0.99883,                0.99259,                  0.995,                0.75464,                0.50838,                0.49601,                0.27988,                0.91166,              0.0040402,              0.0040402,              0.0040402
                    303,                0.77878,                0.75671,                0.54401,                 1.0651,                0.99885,                0.99259,                  0.995,                 0.9025,                0.99885,                0.99259,                  0.995,                0.75497,                0.50788,                0.49573,                0.27926,                0.91135,              0.0040204,              0.0040204,              0.0040204
                    304,                0.76671,                0.77838,                0.51319,                 1.0577,                0.99885,                0.99259,                  0.995,                0.90128,                0.99885,                0.99259,                  0.995,                0.75473,                0.50715,                0.49554,                0.27876,                0.91101,              0.0040006,              0.0040006,              0.0040006
                    305,                0.76385,                0.79551,                0.50705,                  1.052,                0.99885,                0.99259,                  0.995,                0.90314,                0.99885,                0.99259,                  0.995,                0.75447,                0.50612,                 0.4953,                0.27853,                0.91071,              0.0039808,              0.0039808,              0.0039808
                    306,                0.78284,                0.77589,                0.54219,                 1.0492,                0.99883,                0.99259,                  0.995,                0.90413,                0.99883,                0.99259,                  0.995,                0.75511,                0.50571,                  0.495,                 0.2774,                0.91033,               0.003961,               0.003961,               0.003961
                    307,                0.79022,                0.79741,                0.53847,                 1.0545,                0.99884,                0.99259,                  0.995,                0.90468,                0.99884,                0.99259,                  0.995,                0.75399,                0.50439,                0.49483,                0.27777,                0.90982,              0.0039412,              0.0039412,              0.0039412
                    308,                0.75089,                0.77831,                0.52841,                 1.0333,                0.99883,                0.99259,                  0.995,                 0.9032,                0.99883,                0.99259,                  0.995,                0.75455,                0.50373,                0.49464,                0.27743,                0.90939,              0.0039214,              0.0039214,              0.0039214
                    309,                0.75758,                0.79274,                0.49826,                 1.0452,                 0.9988,                0.99259,                  0.995,                0.90385,                 0.9988,                0.99259,                  0.995,                0.75536,                0.50303,                0.49428,                0.27642,                0.90882,              0.0039016,              0.0039016,              0.0039016
                    310,                 0.7634,                0.77881,                0.51089,                  1.052,                0.99886,                0.99259,                  0.995,                 0.9047,                0.99886,                0.99259,                  0.995,                0.75546,                0.50183,                0.49402,                  0.277,                0.90819,              0.0038818,              0.0038818,              0.0038818
                    311,                0.78838,                0.78603,                0.52374,                 1.0596,                0.99887,                0.99259,                  0.995,                0.90424,                0.99887,                0.99259,                  0.995,                0.75678,                0.50154,                0.49373,                0.27641,                0.90784,               0.003862,               0.003862,               0.003862
                    312,                0.76589,                0.79059,                0.51389,                 1.0559,                0.99885,                0.99259,                  0.995,                0.90534,                0.99885,                0.99259,                  0.995,                0.75629,                0.50068,                0.49353,                 0.2766,                0.90731,              0.0038422,              0.0038422,              0.0038422
                    313,                0.73712,                0.76982,                0.49056,                 1.0264,                 0.9988,                0.99259,                  0.995,                0.90615,                 0.9988,                0.99259,                  0.995,                0.75666,                0.49987,                0.49338,                0.27583,                0.90698,              0.0038224,              0.0038224,              0.0038224
                    314,                 0.7571,                 0.7992,                0.51896,                 1.0387,                0.99864,                0.99259,                  0.995,                0.90645,                0.99864,                0.99259,                  0.995,                0.75616,                0.49862,                0.49306,                 0.2757,                 0.9066,              0.0038026,              0.0038026,              0.0038026
                    315,                0.75494,                0.74278,                0.50614,                 1.0464,                0.99856,                0.99259,                  0.995,                0.90585,                0.99856,                0.99259,                  0.995,                0.75709,                0.49787,                0.49274,                0.27553,                0.90618,              0.0037828,              0.0037828,              0.0037828
                    316,                0.76027,                0.77324,                0.51446,                 1.0357,                0.99856,                0.99259,                  0.995,                0.90639,                0.99856,                0.99259,                  0.995,                0.75711,                0.49797,                0.49252,                0.27527,                 0.9058,               0.003763,               0.003763,               0.003763
                    317,                0.76725,                0.79248,                0.52109,                  1.053,                0.99852,                0.99259,                  0.995,                0.90698,                0.99852,                0.99259,                  0.995,                0.75699,                0.49668,                0.49221,                  0.275,                0.90533,              0.0037432,              0.0037432,              0.0037432
                    318,                0.76489,                0.79173,                0.51179,                 1.0515,                0.99854,                0.99259,                  0.995,                0.90543,                0.99854,                0.99259,                  0.995,                0.75697,                0.49578,                0.49188,                0.27478,                0.90489,              0.0037234,              0.0037234,              0.0037234
                    319,                0.75086,                0.77292,                0.49713,                 1.0411,                 0.9986,                0.99259,                  0.995,                0.90474,                 0.9986,                0.99259,                  0.995,                0.75739,                0.49482,                0.49166,                0.27463,                0.90448,              0.0037036,              0.0037036,              0.0037036
                    320,                0.75069,                0.75145,                0.49596,                 1.0363,                0.99871,                0.99259,                  0.995,                0.90567,                0.99871,                0.99259,                  0.995,                0.75692,                0.49428,                0.49138,                0.27487,                0.90433,              0.0036838,              0.0036838,              0.0036838
                    321,                 0.7608,                0.78295,                0.50687,                 1.0448,                 0.9987,                0.99259,                  0.995,                0.90654,                 0.9987,                0.99259,                  0.995,                0.75687,                0.49398,                0.49122,                0.27498,                0.90402,               0.003664,               0.003664,               0.003664
                    322,                0.76467,                0.74759,                0.50377,                 1.0487,                0.99869,                0.99259,                  0.995,                0.90582,                0.99869,                0.99259,                  0.995,                0.75787,                 0.4934,                0.49103,                 0.2744,                 0.9036,              0.0036442,              0.0036442,              0.0036442
                    323,                0.76458,                 0.7571,                0.52171,                 1.0418,                0.99865,                0.99259,                  0.995,                0.90495,                0.99865,                0.99259,                  0.995,                0.75783,                0.49281,                0.49076,                0.27373,                0.90331,              0.0036244,              0.0036244,              0.0036244
                    324,                 0.7502,                0.75325,                0.50816,                 1.0383,                0.99867,                0.99259,                  0.995,                0.90519,                0.99867,                0.99259,                  0.995,                0.75919,                0.49203,                 0.4906,                 0.2734,                 0.9029,              0.0036046,              0.0036046,              0.0036046
                    325,                0.74124,                0.78188,                0.50469,                 1.0356,                0.99864,                0.99259,                  0.995,                 0.9058,                0.99864,                0.99259,                  0.995,                0.75896,                0.49138,                0.49036,                0.27361,                0.90253,              0.0035848,              0.0035848,              0.0035848
                    326,                0.74585,                0.77744,                0.49786,                 1.0387,                 0.9987,                0.99259,                  0.995,                0.90646,                 0.9987,                0.99259,                  0.995,                0.75861,                0.49047,                0.49011,                 0.2736,                0.90219,               0.003565,               0.003565,               0.003565
                    327,                0.76386,                0.78841,                 0.5157,                 1.0411,                0.99888,                0.99259,                  0.995,                0.90544,                0.99888,                0.99259,                  0.995,                0.75949,                0.49014,                0.48986,                0.27306,                0.90196,              0.0035452,              0.0035452,              0.0035452
                    328,                0.72485,                0.73768,                0.48872,                 1.0267,                0.99922,                0.99259,                  0.995,                0.90621,                0.99922,                0.99259,                  0.995,                0.75934,                0.48938,                0.48967,                0.27306,                0.90165,              0.0035254,              0.0035254,              0.0035254
                    329,                0.73847,                0.77993,                0.49454,                 1.0481,                0.99922,                0.99259,                  0.995,                0.90532,                0.99922,                0.99259,                  0.995,                0.75918,                0.48935,                0.48943,                0.27264,                0.90138,              0.0035056,              0.0035056,              0.0035056
                    330,                0.75795,                0.77198,                0.50316,                 1.0411,                0.99928,                0.99259,                  0.995,                0.90707,                0.99928,                0.99259,                  0.995,                0.75875,                0.48889,                0.48926,                0.27307,                0.90112,              0.0034858,              0.0034858,              0.0034858
                    331,                0.73882,                0.76248,                0.50939,                 1.0389,                 0.9993,                0.99259,                  0.995,                0.90776,                 0.9993,                0.99259,                  0.995,                0.75873,                0.48836,                0.48897,                0.27287,                0.90077,               0.003466,               0.003466,               0.003466
                    332,                0.74392,                0.74435,                0.49603,                 1.0318,                0.99929,                0.99259,                  0.995,                0.90683,                0.99929,                0.99259,                  0.995,                0.75957,                0.48734,                0.48889,                0.27242,                0.90023,              0.0034462,              0.0034462,              0.0034462
                    333,                0.71906,                0.76634,                0.49866,                 1.0249,                0.99929,                0.99259,                  0.995,                0.90674,                0.99929,                0.99259,                  0.995,                 0.7605,                0.48694,                0.48872,                0.27165,                0.89976,              0.0034264,              0.0034264,              0.0034264
                    334,                0.72913,                0.74615,                0.47642,                 1.0207,                0.99929,                0.99259,                  0.995,                0.90811,                0.99929,                0.99259,                  0.995,                0.76098,                0.48628,                0.48856,                0.27137,                0.89948,              0.0034066,              0.0034066,              0.0034066
                    335,                0.73138,                0.77152,                0.48917,                 1.0387,                0.99929,                0.99259,                  0.995,                0.90742,                0.99929,                0.99259,                  0.995,                 0.7599,                0.48543,                0.48832,                0.27133,                0.89914,              0.0033868,              0.0033868,              0.0033868
                    336,                0.74146,                0.74348,                0.49749,                 1.0328,                0.99927,                0.99259,                  0.995,                0.90764,                0.99927,                0.99259,                  0.995,                0.76072,                0.48486,                0.48821,                 0.2713,                0.89884,               0.003367,               0.003367,               0.003367
                    337,                0.75768,                0.76371,                0.50284,                 1.0329,                0.99927,                0.99259,                  0.995,                0.90701,                0.99927,                0.99259,                  0.995,                 0.7613,                 0.4848,                0.48809,                0.27102,                0.89843,              0.0033472,              0.0033472,              0.0033472
                    338,                0.71718,                0.76926,                0.49589,                 1.0164,                0.99928,                0.99259,                  0.995,                0.90693,                0.99928,                0.99259,                  0.995,                0.76208,                0.48382,                0.48792,                0.26974,                0.89802,              0.0033274,              0.0033274,              0.0033274
